# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

85.1.1.4.5.a.1|{85.2.a.a,85.2.a.b,85.2.a.c}|{1,2,2}|{1,1,1}|{{5,5},{17,5}}|1|f|t|4|22.2132562824515822743|251890203812081511|{-1,0,-1,-8,0,-6,-3,4,-4,-10,0,-10,14,0,20,14,-4,-6,-24,4,-26,-8,24,-22,2,-34,20,24,-30,-18,-12,4,6,40,-2,24,-10,12,-8,14,-20,30,8,22,22,56,-12,-4,20,-10,-6,32,-18,4,-2,-36,2,-40,-22,-38,12,78,-64,28,-2,-46,44,26,4,54,-46,-40,-80,34,44,12,6,18,-14,2,100,6,-8,-42,12,0,-66,-10,-58,-68,40,-64,32,-92,-12,16,-26,-6,16,-10,-64,50,0,-22,-36,38,72,42,64,-34,-20,-10,62,-16,-40,-2,-88,-44,-66,-100,6,22,-102,32,-16,30,22,-36,-12,38,-36,-68,52,58,18,-46,-38,-4,-66,-110,48,-6,-36,-112,-10,76,-18,78,-68,52,-6,62,32,-84,100,68,-16,78,-22,126,-20,-66,12,-4,122,96,52,6}
86.1.1.2.4.a.1|{86.2.a.a,86.2.a.b}|{2,2}|{1,1}|{{2,4},{43,4}}|0|f|t|4|17.8173891850140309316|2272965183694420448|{0,0,0,4,-4,4,-10,12,-6,-4,14,-4,-2,0,-6,-4,28,8,-16,-16,32,-6,-16,8,-22,20,6,8,-4,4,-6,8,-24,4,44,4,-24,-20,0,0,20,-32,-32,-54,8,4,8,-8,-4,0,72,-18,28,-12,80,-40,16,74,0,14,56,-28,12,16,-60,-4,-8,34,-36,68,-16,86,-18,-72,-4,28,-8,64,-10,68,-16,-8,-6,-32,26,-68,-32,-20,-28,0,24,-86,10,52,-56,16,-28,-68,-56,24,-4,68,20,24,-40,-32,24,12,-18,72,-68,4,78,-8,92,-20,-36,-40,-32,64,-8,-44,24,92,16,-12,-32,134,32,-36,40,32,-68,68,-8,-14,-28,-12,0,6,84,4,-8,0,-4,16,48,-54,4,20,-24,34,-48,-56,120,132,90,56,-12,-84,-76,88,26,-52,-38,12,44,-84}
87.1.1.4.5.a.1|{87.2.a.a,87.2.a.b}|{2,3}|{1,1}|{{3,5},{29,5}}|0|f|t|5|22.3295405932729185929|1423691426732657393|{3,-1,2,0,-4,2,10,-12,4,1,0,14,2,4,-16,26,-20,-2,-4,-20,10,-32,-20,2,10,-10,32,8,-6,66,24,-20,58,-4,-34,24,-2,-20,0,-10,48,-14,-8,18,-30,8,12,-8,-20,-18,18,28,-34,-12,58,16,-50,-72,10,-6,44,-82,4,8,-26,-18,-36,34,56,-58,30,48,-8,14,-4,-12,46,-42,46,42,24,-2,0,18,120,36,-30,22,46,8,-60,-8,112,-44,60,32,-50,-6,-20,-2,-68,14,-84,74,44,-22,12,-2,128,-30,-40,34,-30,12,0,-6,-84,4,-2,-36,10,46,6,-52,-60,10,6,24,-24,-26,-28,-96,-24,30,-10,26,110,-92,46,-14,20,38,-32,100,-42,-8,-18,-34,84,-4,46,-6,-4,112,132,48,32,-118,54,-42,-76,98,-40,36,6,112,-32,-10}
91.1.1.2.7.a.1|{91.2.a.a,91.2.a.b,91.2.a.c,91.2.a.d}|{1,1,2,3}|{1,1,1,1}|{{7,7},{13,7}}|2|f|t|5|31.5760165456179502881|1102823512335787084|{-1,-4,2,-1,-4,1,2,-12,10,16,-4,-6,2,-2,8,-16,16,-14,-16,-32,-22,2,24,26,-6,30,-40,-28,-10,0,-16,12,-10,-36,26,-28,-6,-20,-32,30,54,10,48,-34,46,-4,22,4,60,26,20,-20,-10,-4,-74,-42,2,96,-20,-18,12,-34,56,-12,-2,18,20,-56,-4,-18,-90,8,16,58,32,-112,82,-34,-2,10,0,-46,8,-10,-36,70,26,-46,38,0,-100,12,76,-28,-76,-68,46,66,64,-58,26,-42,-120,12,-10,34,48,-18,-46,26,28,-66,-2,-44,-48,-8,-4,-56,50,-38,-86,24,54,-96,4,44,-18,-12,88,66,-28,76,2,-60,70,38,-10,56,46,-72,84,-42,32,-52,26,-120,130,-106,52,-72,-86,-26,-92,-160,-2,-2,72,-2,10,234,140,32,64,32,54,152,72,-146}
93.1.1.2.5.a.1|{93.2.a.a,93.2.a.b}|{2,3}|{1,1}|{{3,5},{31,5}}|1|f|t|4|22.6629974657662796866|1923080950704741365|{-3,1,-6,0,-8,2,-6,-4,-4,-6,-5,2,-10,8,16,-10,20,14,-12,8,-10,16,-4,-22,22,-38,-48,12,-6,-26,12,28,14,0,-10,20,-30,20,4,22,12,14,-8,-18,2,-20,-52,-44,44,10,14,0,14,-32,46,16,26,16,-58,-34,-4,54,12,-64,-14,34,-12,26,40,-10,-58,-56,40,74,36,-16,34,26,-26,46,4,-22,48,2,-16,-52,-82,14,14,8,116,8,44,-104,-4,-8,74,-38,88,50,52,-14,-12,-54,24,-14,-28,6,16,22,-48,-10,10,36,96,-22,-28,-4,38,-44,-22,38,2,-44,-92,-14,-122,24,56,58,80,-116,-80,-134,-26,102,26,-52,-2,-66,-20,-2,-24,-24,-66,-16,-106,42,32,-24,-38,42,4,128,4,-12,-24,-106,-46,-2,-48,42,-52,116,134,-140,-32,10}
94.1.1.2.3.a.1|{94.2.a.a,94.2.a.b}|{1,2}|{1,1}|{{2,3},{47,3}}|0|f|t|3|13.6298843468100116887|972355974660089415|{-1,0,4,-4,10,-8,-2,-10,4,16,4,6,-6,-2,1,6,4,-2,-6,20,-2,-16,-16,-10,-2,10,-8,2,36,-2,-4,-16,18,-2,2,-8,-10,-2,-24,-26,6,-12,4,18,-22,-8,26,-28,-18,16,-2,36,6,44,-26,48,14,-4,2,-10,28,40,36,-12,10,-28,-40,-18,-4,-80,14,-16,-20,-40,8,72,48,30,46,26,58,-36,-40,66,-48,74,98,54,-28,-12,14,20,28,12,-14,24,12,-2,52,-22,-2,-12,-78,74,12,30,-54,-18,0,46,-48,-6,-42,28,76,-54,36,-28,6,8,18,-70,28,92,6,16,26,64,60,18,-40,-36,-4,44,-66,22,-18,-54,24,-22,56,-100,96,-60,-8,-44,22,-6,-14,-60,-28,54,-72,-28,-32,-4,24,6,62,-66,100,-38,-16,82,-34,-24,-84,20}
95.1.1.4.7.a.1|{95.2.a.a,95.2.a.b}|{3,4}|{1,1}|{{5,7},{19,7}}|0|f|t|7|31.8771382412037858423|989621165348166913|{-1,4,-1,4,-4,10,6,1,-12,-6,8,14,14,0,-12,6,-20,18,-16,-24,30,-16,-32,6,50,-6,-4,24,-6,-2,-24,28,14,4,-22,0,42,16,-8,-38,28,26,0,2,-22,32,-20,-8,32,10,-26,72,46,-12,-22,12,2,24,-30,-50,16,6,-16,32,126,-54,-52,46,24,-78,-34,-8,76,-42,-44,-60,-38,2,38,30,100,18,40,110,-32,-56,14,14,-14,12,-32,0,-76,20,-52,-20,66,22,-28,-46,12,-46,60,-18,-84,110,-64,-74,56,62,-36,-46,-10,20,-80,-2,40,-108,82,36,-70,30,118,52,-28,98,-22,48,-60,10,-92,-72,80,42,-90,-2,18,-100,-34,-106,-156,170,-108,-132,-14,-112,-110,34,-36,144,-114,-18,-56,132,-56,-80,-16,110,22,-6,48,-30,100,-76,-82,12,112,18}
106.1.1.4.4.a.1|{106.2.a.a,106.2.a.b,106.2.a.c,106.2.a.d}|{1,1,1,1}|{1,1,1,1}|{{2,4},{53,4}}|1|f|t|3|18.6537563764482685742|2277945557972228183|{0,0,0,-4,-2,-2,8,-16,-8,14,4,-10,4,-14,4,-2,22,4,12,36,-16,-8,-20,46,0,-20,12,-12,12,-4,-32,-4,12,32,14,4,8,-2,16,0,-28,-4,16,-28,-32,-36,6,16,-12,-10,-40,-12,0,12,-16,36,10,20,28,-36,-4,20,2,4,28,30,0,4,-26,64,20,-8,-24,36,-4,-92,4,-32,12,-40,-20,-24,8,-2,4,0,-50,-12,74,104,8,12,-48,52,28,-32,52,16,-62,-88,20,68,64,-36,-28,-82,86,-42,-44,-4,60,36,12,-30,-20,-44,-2,4,4,-16,-90,-50,-72,-26,28,-100,16,0,28,64,-8,-24,60,6,52,12,96,-4,-40,-8,26,-44,-12,28,-24,-8,-8,-14,-10,12,12,-12,4,-56,38,-100,16,-66,84,12,-28,-56,-60,42,40,-84,92,98}
111.1.1.4.7.a.1|{111.2.a.a,111.2.a.b}|{3,4}|{1,1}|{{3,7},{37,7}}|0|f|t|7|32.9667114091863389503|805866625740543081|{3,1,2,0,4,2,2,0,-12,14,-4,-1,30,-8,-16,2,-4,-14,-20,0,6,4,-20,22,-18,-22,-36,-36,26,-2,16,-28,22,4,26,16,-14,24,16,-22,24,10,-8,22,10,-20,76,32,64,-54,38,92,6,16,-18,-40,-46,8,-30,102,-16,-54,68,92,-50,-30,32,62,20,-14,-6,16,48,-22,-4,16,-46,-94,2,46,-44,10,20,-98,-84,-100,106,22,-6,12,116,-56,76,-4,-16,8,66,-50,-32,-22,104,54,16,86,-20,22,-64,62,-72,22,28,90,-10,12,-60,22,-64,16,22,68,50,-34,2,-52,76,22,82,-64,60,34,-12,-104,-48,-62,158,22,26,140,-54,22,-52,-14,-120,104,-30,-80,98,-106,-144,-88,-46,-66,120,-56,-96,208,-52,-2,-74,-30,48,54,-52,-84,-46,-128,-52,146}
115.1.1.4.7.a.1|{115.2.a.a,115.2.a.b,115.2.a.c}|{1,2,4}|{1,1,1}|{{5,7},{23,7}}|1|f|t|6|33.2145248985427504579|576319292912101595|{1,-4,1,-4,4,-10,-2,-4,-5,16,-2,2,8,-12,16,18,10,-6,8,-6,-26,12,-16,14,-22,4,-24,0,-22,6,-28,-12,2,22,14,-16,18,-52,-24,42,28,58,-48,-6,10,60,-6,-8,36,-10,-26,-2,46,-48,-74,92,-52,18,30,74,32,50,-68,-80,-82,-26,10,-22,76,0,18,-60,-36,-58,32,44,-46,6,-26,16,-32,10,8,-34,16,-16,-16,-34,78,12,48,-40,4,-82,-66,-36,38,-102,-12,-34,80,114,48,-22,-40,62,4,-74,16,36,12,46,22,-48,0,130,104,-36,70,-96,22,-14,-46,-100,20,-10,-50,-10,44,-54,26,48,12,-102,-16,78,-26,-16,50,80,90,74,-96,-24,-56,180,-46,22,34,20,-22,-18,-108,44,-192,-24,-96,148,-30,-30,-100,26,72,-136,-138,-36,102,-90}
118.1.1.4.4.a.1|{118.2.a.a,118.2.a.b,118.2.a.c,118.2.a.d}|{1,1,1,1}|{1,1,1,1}|{{2,4},{59,4}}|1|f|t|3|19.0827384978626590401|1733165775848786507|{0,2,-2,-4,0,-8,2,-6,16,-6,4,-12,8,-12,4,10,-2,-12,16,10,12,12,-24,16,24,-4,-20,30,-40,32,22,-8,16,-8,-8,-16,-24,56,18,-8,-8,-10,12,16,12,-22,-12,18,12,32,8,-14,-24,-34,-36,-24,-52,12,10,4,-32,-2,38,-16,20,-24,-2,8,-16,-4,16,44,-20,-24,50,-58,-8,-40,4,-28,28,-8,-28,8,94,80,-32,-64,-104,-28,32,0,-40,22,30,88,32,40,-26,-20,36,54,28,-36,-20,-92,-60,14,-12,48,16,4,-100,-6,54,-8,46,26,18,-88,62,-20,36,4,-44,88,58,-120,-70,28,76,-24,-16,-34,-90,4,4,-16,128,12,72,76,-56,8,-82,60,2,16,28,-12,58,-36,26,84,-82,60,-40,72,-16,-44,70,58,-68,-42,-96,-8,-80,-26}
119.1.1.2.9.a.1|{119.2.a.a,119.2.a.b}|{4,5}|{1,1}|{{7,9},{17,9}}|0|f|t|9|43.0121114380037644682|1882415559647342616|{1,0,2,-1,0,10,1,16,-16,-6,12,14,30,-4,-8,-22,4,34,4,-16,30,4,-40,10,38,-30,-20,-40,38,-2,-8,-4,-2,0,-14,24,-34,0,28,2,-4,6,32,46,-38,-4,4,-52,0,-2,-46,-32,110,16,-18,56,-10,-4,-66,70,80,34,-32,-4,-10,-10,-28,50,68,50,-46,40,-36,-14,72,40,-54,-78,-6,138,-40,2,-52,74,20,100,-42,14,-58,-8,-124,92,-60,4,-8,140,-54,-10,0,62,-48,-2,-12,110,-12,-10,84,14,-32,106,-20,82,-10,28,-8,-34,-56,96,-18,84,42,6,-2,-24,-40,70,-6,20,-100,38,-68,104,-96,66,10,186,62,-116,74,6,0,46,24,64,-6,48,-26,-26,-28,56,74,62,-132,-44,-108,40,104,38,2,-6,-176,-146,-200,-108,110,156,-208,-38}
122.1.1.4.6.a.1|{122.2.a.a,122.2.a.b,122.2.a.c}|{1,2,3}|{1,1,1}|{{2,6},{61,6}}|1|f|t|5|28.8241262683995393490|847713567818209615|{0,-2,2,4,-8,2,-8,-2,4,-4,-4,-8,-8,20,12,8,-32,-2,28,20,20,-8,-14,-12,14,-8,0,-18,-22,20,36,-12,-32,-44,22,-20,-32,-6,32,16,42,-28,-52,32,46,32,4,0,28,6,24,28,-16,28,-50,4,12,-8,-12,-4,6,60,32,36,-36,24,-12,64,12,-12,-52,84,48,68,-14,-84,-8,96,-8,24,16,16,-28,-4,-28,-122,32,-4,-60,-8,-36,-104,24,-46,68,-40,40,104,-52,60,84,-8,60,-22,14,-40,-44,36,-8,20,-36,72,52,-50,-108,-20,112,-88,-80,-58,4,-52,-56,-82,-58,-16,88,24,12,-22,12,-20,-64,10,-16,108,80,0,-14,32,4,60,84,-2,-102,88,66,-16,18,4,20,68,-20,200,32,72,-12,74,20,56,40,68,-44,26,-58,-116,44,24}
123.1.1.4.7.a.1|{123.2.a.a,123.2.a.b,123.2.a.c,123.2.a.d}|{1,1,2,3}|{1,1,1,1}|{{3,7},{41,7}}|2|f|t|5|33.6852904876069224668|324394493879231716|{-1,-1,2,-8,0,2,2,-8,-12,2,-6,4,1,6,32,2,-20,-12,12,-32,8,-16,-44,10,-14,-26,10,24,6,-30,16,4,-18,4,14,12,30,22,28,10,-44,34,32,-14,18,-28,-68,16,64,-46,-30,16,4,-16,-6,-60,26,14,40,-10,2,86,66,80,-18,10,36,8,-12,-16,-6,-36,26,72,-52,80,-54,2,-70,-20,60,-6,76,-60,-52,0,22,-58,-2,-16,20,12,66,-16,-80,-44,2,54,20,66,-36,122,-68,-58,80,2,-60,-110,20,-66,-32,-46,70,14,26,14,116,-8,-46,-44,-6,38,22,96,12,-114,-22,44,-76,-24,10,-32,12,-54,118,-148,98,-58,-50,26,26,-102,32,20,84,-88,26,50,14,144,-144,-130,-128,56,44,-32,12,70,74,-86,-160,42,-84,100,114,-92,-96,-22}
129.1.1.2.7.a.1|{129.2.a.a,129.2.a.b,129.2.a.c,129.2.a.d}|{1,1,2,3}|{1,1,1,1}|{{3,7},{43,7}}|1|f|t|6|34.0186868305317048041|251477413705640911|{1,1,-2,4,2,0,-12,0,18,2,6,6,-20,-3,-8,-4,24,-18,-26,28,2,8,-6,-14,-4,-20,-6,-20,-16,-34,2,4,26,-6,-46,36,34,20,14,2,-16,-26,56,48,-30,28,0,28,-12,56,-14,80,10,54,18,60,36,-34,-30,-8,-50,-6,-82,86,26,-8,-12,-32,40,-10,68,-14,8,38,-22,-48,46,-26,4,-2,32,-14,78,-58,-22,-36,86,26,-30,36,-112,58,-24,-20,16,-60,56,-42,16,0,-22,-160,-38,40,52,22,-24,162,86,-46,64,90,-96,12,36,-38,76,-32,30,-46,-24,90,-122,30,32,26,32,36,48,14,-80,-16,104,-98,-10,10,-114,84,-38,-2,44,104,94,188,118,-140,16,-26,108,52,0,4,90,-156,-46,24,62,10,-186,-88,50,-50,-6,-66,110,-100,152,-38}
133.1.1.2.9.a.1|{133.2.a.a,133.2.a.b,133.2.a.c,133.2.a.d}|{2,2,2,3}|{1,1,1,1}|{{7,9},{19,9}}|2|f|t|7|44.0131421539957838860|1180757336440040470|{-1,0,-6,-1,-8,-6,-2,1,0,2,-8,-22,10,-20,12,-10,0,-6,8,20,-6,-16,20,-14,-10,-22,-44,24,-14,10,24,8,34,-24,-18,44,-22,-8,44,-10,16,-74,4,-10,-6,20,4,-36,-28,22,-18,-48,10,56,6,-60,2,-36,-2,14,68,34,4,28,18,54,36,46,56,38,78,-76,-28,-18,8,-76,-6,-10,-74,30,-40,-54,0,-2,56,32,-86,78,62,16,12,-36,44,-36,-40,-24,38,-74,40,30,-100,-6,64,-2,12,34,76,-50,-48,-10,-124,26,-130,20,-40,22,-32,12,-50,96,78,2,-22,72,-124,-90,54,-88,196,142,-4,68,0,38,94,-38,-154,-36,118,-54,-36,-74,0,48,-2,-80,62,10,96,16,-18,90,-164,140,0,-80,-96,-38,-74,54,280,-106,20,-40,-30,-60,-136,46}
134.1.1.2.6.a.1|{134.2.a.a,134.2.a.b}|{3,3}|{1,1}|{{2,6},{67,6}}|0|f|t|6|29.3870387997054682145|171138506037604443|{0,4,0,0,-4,8,-6,12,-14,-12,16,4,-4,4,22,-12,0,36,0,14,-14,4,-4,22,16,4,18,-4,-8,-44,14,12,12,-8,-24,-22,8,-36,-18,-20,12,32,60,-26,40,14,-8,10,0,24,-48,-32,-42,76,6,-26,12,52,-72,72,-84,-12,-28,-36,20,96,-4,-24,-36,-12,28,48,16,-8,-12,-24,-16,-56,-60,76,-64,36,-78,96,82,-12,-6,-34,-12,16,36,-38,-36,-24,108,-36,68,-20,-16,-32,-60,12,4,30,-4,56,124,-64,-60,6,18,-32,-84,76,-28,24,4,36,104,36,44,-4,0,68,-36,-72,-36,-66,-80,40,68,-78,70,0,4,-80,0,-52,-48,84,-20,48,-2,8,128,78,44,-4,28,64,60,-26,44,-42,-40,82,-112,-8,-56,-16,0,38,30,48,132,12,100,-64}
141.1.1.2.7.a.1|{141.2.a.a,141.2.a.b,141.2.a.c,141.2.a.d,141.2.a.e,141.2.a.f}|{1,1,1,1,1,2}|{1,1,1,1,1,1}|{{3,7},{47,7}}|2|f|t|5|34.6413192326471779475|1504008098901806735|{-3,-1,-2,-4,4,-6,2,8,16,-10,12,-10,2,0,1,6,0,10,8,-8,-18,-12,-8,22,-30,2,12,-20,2,-46,12,28,-46,16,-14,-12,22,24,-24,6,-20,18,20,-2,6,-12,-48,-28,60,-22,34,16,-6,40,-38,-20,-62,12,2,58,0,14,-32,-72,14,-26,68,-30,-16,58,46,24,-68,18,-8,-28,46,2,-14,22,36,-46,4,-26,-20,-92,2,-54,22,-76,-76,84,-64,160,48,-120,14,46,-64,-14,40,78,44,-38,-4,142,68,-190,-8,18,-36,38,18,-24,28,58,4,48,82,28,-134,-26,-18,-100,80,-82,-138,-24,60,94,160,-24,36,-62,-14,-66,54,80,94,50,80,-90,-52,-140,-54,16,-6,82,-88,100,154,-22,-132,-128,40,36,28,-22,-58,-22,24,-54,36,-108,18,224,-36,66}
142.1.1.2.5.a.1|{142.2.a.a,142.2.a.b,142.2.a.c,142.2.a.d,142.2.a.e}|{1,1,1,1,1}|{1,1,1,1,1}|{{2,5},{71,5}}|2|f|t|3|24.7791352880063036537|1751795122909067335|{-1,0,-2,-8,-2,-4,6,-8,-4,-6,0,14,6,-8,-12,0,26,-16,-6,1,-6,12,4,18,-10,-14,16,4,-10,-6,12,-12,14,-30,-48,8,58,-10,-36,0,36,-44,-20,6,72,-60,-6,12,46,-26,2,28,-18,-12,2,-28,-32,-20,-42,-38,38,42,-6,-16,66,68,14,-70,-46,52,10,-16,48,26,-28,8,40,20,-2,-14,64,-4,40,-18,12,-42,-42,-18,-4,-8,94,28,40,78,-12,20,-86,-18,-2,-60,12,-134,34,-50,52,-78,60,46,44,18,-12,26,38,-42,-4,74,-100,60,20,24,-8,-26,42,-46,18,-8,-44,92,20,-60,108,0,40,-56,22,94,-84,-8,-10,126,-48,-74,-56,-30,-46,-40,-50,54,66,20,34,18,-54,-112,-130,-20,-44,-126,10,18,-48,-2,12,36,78,-60,36,-18}
143.1.1.4.11.a.1|{143.2.a.a,143.2.a.b,143.2.a.c}|{1,4,6}|{1,1,1}|{{11,11},{13,11}}|1|f|t|10|54.5912909328589800813|80179636666535530|{3,2,0,8,-3,1,2,0,14,-10,-10,16,14,20,-16,-2,-6,2,10,-38,38,12,-28,-20,36,18,-16,-24,-2,32,0,-28,-4,-4,6,-12,4,24,-20,-2,6,-24,-6,86,-2,-8,-12,6,44,-32,18,-56,14,78,26,-40,-90,76,102,18,-84,-34,-36,8,84,-32,-42,86,24,-10,28,44,-2,38,-74,-38,4,-14,-62,-2,-100,-46,88,136,-48,-18,-8,102,-62,30,78,64,14,12,56,104,-164,-24,-48,-38,-40,-10,100,-182,72,140,-92,86,40,2,28,-14,98,-70,-98,-84,-118,-78,28,-4,-24,190,2,0,22,-10,12,70,-10,-62,-52,120,-54,126,-146,-2,74,-40,112,38,-124,-6,-26,32,-12,-14,30,-98,-146,140,178,208,52,-128,84,88,-36,-110,14,-66,158,-22,-68,98,-48,-98,72,30}
145.1.1.2.9.a.1|{145.2.a.a,145.2.a.b,145.2.a.c,145.2.a.d}|{1,2,3,3}|{1,1,1,1}|{{5,9},{29,9}}|2|f|t|7|44.7906036817851696161|217571072904710757|{1,-4,1,-4,0,-10,-6,-16,20,1,-4,6,-22,-12,8,14,4,-2,16,32,-26,4,16,26,-34,38,-4,16,-34,-18,-24,8,-14,4,-26,-32,-22,-20,68,-10,-44,22,-20,-14,-74,16,-8,28,56,-34,90,8,-30,-16,50,16,14,52,54,-54,-24,-22,12,-12,18,-18,-48,-2,16,30,-86,108,96,46,88,52,-74,14,-30,-78,20,54,-32,-14,-56,28,98,-6,-82,4,12,20,-76,48,36,-40,-98,-54,-24,70,-120,-2,-52,42,44,114,-48,10,-36,-6,80,-90,-26,40,64,34,-136,20,-46,-48,6,50,-118,128,-28,30,-58,24,-72,-90,96,-8,-44,50,-102,-54,94,128,-150,-110,68,-90,-16,-4,54,36,110,90,-24,-4,-26,90,-72,-160,-28,116,0,146,10,-66,20,-14,-24,72,-22,-16,152,-38}
146.1.1.2.7.a.1|{146.2.a.a,146.2.a.b}|{3,4}|{1,1}|{{2,7},{73,7}}|0|f|t|7|34.8852463519583550696|1883404608628928015|{1,0,0,8,2,0,-6,8,-8,-4,-4,-2,-6,14,-12,4,22,34,-8,-8,-1,48,6,-18,-14,-28,16,10,34,14,-32,14,-50,18,58,0,-24,34,4,6,-38,18,16,-22,4,0,44,-24,20,-28,-2,72,2,-12,-6,4,-26,-44,12,-10,-4,66,-50,16,-38,-2,-66,-2,28,30,-22,-32,0,26,6,40,-46,34,50,-54,0,36,-4,18,32,34,50,58,14,-48,-58,-8,112,-26,72,-104,-82,-54,-16,64,52,-146,-102,-62,150,70,80,-30,76,-58,16,28,14,-24,52,18,-42,-4,154,4,34,-82,80,-6,26,28,56,-92,32,-82,-36,-32,56,-26,-14,26,12,76,82,10,-4,-62,16,-72,-60,-112,-50,158,26,-24,-58,-194,-50,116,82,-56,36,-6,-14,-42,-148,-102,-40,78,-94,88,224,58}
155.1.1.2.11.a.1|{155.2.a.a,155.2.a.b,155.2.a.c,155.2.a.d,155.2.a.e}|{1,1,1,4,4}|{1,1,1,1,1}|{{5,11},{31,11}}|2|f|t|9|55.4776762861117128258|1960217555181630169|{-3,0,-1,4,-8,14,2,0,12,-18,1,2,-10,20,-24,26,12,34,-8,-12,14,-28,-32,2,6,46,-24,-36,38,-38,0,8,-30,-8,-6,-12,22,-20,-24,46,-56,2,8,6,-42,-20,-4,48,16,78,-6,72,-14,12,-38,16,6,-12,54,26,-68,30,72,40,-10,50,20,-58,32,34,10,16,108,-18,-36,72,-22,18,-78,-14,108,-70,4,26,-136,-60,22,18,-2,28,-4,0,-112,132,88,-36,2,-62,40,10,112,10,0,-42,-48,-38,80,-66,-40,10,-76,46,-134,-28,-56,-50,-12,-108,-46,24,102,54,154,112,12,-70,18,-40,24,82,-52,20,-72,62,-50,14,-14,-80,-150,34,100,134,-156,-20,66,52,90,154,-40,-164,38,90,-116,28,-140,124,-172,78,74,34,76,14,-80,108,-158,44,-92,210}
158.1.1.2.7.a.1|{158.2.a.a,158.2.a.b,158.2.a.c,158.2.a.d,158.2.a.e,158.2.a.f}|{1,1,1,1,1,2}|{1,1,1,1,1,1}|{{2,7},{79,7}}|2|f|t|5|35.4381652311887676251|1428955159061298239|{-1,-2,-6,4,0,-2,2,-4,-4,4,0,0,-14,-10,-12,-4,10,20,16,-36,14,1,52,-14,26,-18,28,6,8,6,-4,-24,-54,26,4,-12,-24,4,68,32,40,-46,-72,-62,24,-16,22,44,22,-48,30,-12,2,-6,14,12,18,-28,-10,-54,56,-12,-6,-20,-18,-18,-34,26,52,-24,-18,-36,-68,68,14,24,-34,-2,18,-30,42,-58,48,26,0,-58,42,-46,0,16,12,56,48,-6,4,72,12,34,28,14,0,114,-84,-90,-4,38,-18,-6,12,-82,-24,4,-78,46,4,10,-16,-64,66,6,-36,-54,-62,-76,38,28,-68,0,-28,146,-110,116,68,38,110,-22,-82,116,-156,18,-4,-90,-124,78,-56,-80,36,-62,-62,-56,38,30,10,-68,-60,108,36,-126,-34,-58,-130,-102,-72,-24,74,144,-116,46}
159.1.1.4.9.a.1|{159.2.a.a,159.2.a.b}|{4,5}|{1,1}|{{3,9},{53,9}}|0|f|t|9|45.6201378199820837299|451023059642367900|{3,-1,2,0,8,2,10,-4,-4,26,-4,-6,30,-4,-4,1,-8,26,0,-4,18,8,-24,22,-10,6,-44,4,30,14,-16,-8,-2,-32,-38,20,-14,-44,-20,-6,-8,-6,12,38,-6,24,52,24,0,-30,78,-24,46,-8,6,-12,-38,32,18,50,-20,-18,4,-24,-10,-66,12,34,-36,-90,-70,72,0,-2,-12,60,2,26,54,126,144,-42,52,62,0,32,62,-70,-46,-12,-20,-44,-80,-48,76,36,10,30,52,-30,-60,-94,88,70,0,-106,-64,-38,-20,10,-40,-126,-58,-92,-136,74,124,-136,-26,32,-98,150,10,76,-12,42,38,0,56,-94,68,144,96,-26,46,70,-62,40,-22,254,-76,126,-56,-16,66,24,46,142,-28,144,-6,-2,56,16,-84,-12,-136,22,-50,78,60,62,-144,-172,-170,-40,24,70}
