label|deg_mu|level|index|genus|coarse_class|coarse_num|autmuO_norms|is_coarse|scalar_label
text|integer|integer|integer|integer|text|integer|integer[]|boolean|text

6.2.4.24.0.bi.1|2|4|24|0|bi|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.0.bj.1|2|4|24|0|bj|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.0.bk.1|2|4|24|0|bk|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.0.bl.1|2|4|24|0|bl|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.a.1|2|4|24|1|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.b.1|2|4|24|1|b|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.c.1|2|4|24|1|c|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.d.1|2|4|24|1|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.e.1|2|4|24|1|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.f.1|2|4|24|1|f|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.g.1|2|4|24|1|g|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.h.1|2|4|24|1|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.i.1|2|4|24|1|i|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.j.1|2|4|24|1|j|1|{1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.k.1|2|4|24|1|k|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.l.1|2|4|24|1|l|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.m.1|2|4|24|1|m|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.n.1|2|4|24|1|n|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.o.1|2|4|24|1|o|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.p.1|2|4|24|1|p|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.q.1|2|4|24|1|q|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.r.1|2|4|24|1|r|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.s.1|2|4|24|1|s|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.t.1|2|4|24|1|t|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.u.1|2|4|24|1|u|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.v.1|2|4|24|1|v|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.w.1|2|4|24|1|w|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.x.1|2|4|24|1|x|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.y.1|2|4|24|1|y|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.z.1|2|4|24|1|z|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.ba.1|2|4|24|1|ba|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bb.1|2|4|24|1|bb|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bc.1|2|4|24|1|bc|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bd.1|2|4|24|1|bd|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.be.1|2|4|24|1|be|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bf.1|2|4|24|1|bf|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bg.1|2|4|24|1|bg|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bh.1|2|4|24|1|bh|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bi.1|2|4|24|1|bi|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bj.1|2|4|24|1|bj|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bk.1|2|4|24|1|bk|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bl.1|2|4|24|1|bl|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bm.1|2|4|24|1|bm|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bn.1|2|4|24|1|bn|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bo.1|2|4|24|1|bo|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bp.1|2|4|24|1|bp|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.1.bq.1|2|4|24|1|bq|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.a.1|2|4|24|2|a|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.b.1|2|4|24|2|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.c.1|2|4|24|2|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.d.1|2|4|24|2|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.e.1|2|4|24|2|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.f.1|2|4|24|2|f|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.g.1|2|4|24|2|g|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.h.1|2|4|24|2|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.i.1|2|4|24|2|i|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.j.1|2|4|24|2|j|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.k.1|2|4|24|2|k|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.l.1|2|4|24|2|l|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.m.1|2|4|24|2|m|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.n.1|2|4|24|2|n|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.o.1|2|4|24|2|o|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.p.1|2|4|24|2|p|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.q.1|2|4|24|2|q|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.r.1|2|4|24|2|r|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.s.1|2|4|24|2|s|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.t.1|2|4|24|2|t|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.u.1|2|4|24|2|u|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.v.1|2|4|24|2|v|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.w.1|2|4|24|2|w|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.x.1|2|4|24|2|x|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.24.2.y.1|2|4|24|2|y|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.0.a.1|2|4|32|0|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.0.b.1|2|4|32|0|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.0.c.1|2|4|32|0|c|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.1.a.1|2|4|32|1|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.2.a.1|2|4|32|2|a|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.32.2.b.1|2|4|32|2|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.a.1|2|4|48|0|a|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.b.1|2|4|48|0|b|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.c.1|2|4|48|0|c|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.d.1|2|4|48|0|d|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.e.1|2|4|48|0|e|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.f.1|2|4|48|0|f|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.g.1|2|4|48|0|g|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.h.1|2|4|48|0|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.0.i.1|2|4|48|0|i|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.a.1|2|4|48|1|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.b.1|2|4|48|1|b|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.c.1|2|4|48|1|c|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.d.1|2|4|48|1|d|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.e.1|2|4|48|1|e|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.f.1|2|4|48|1|f|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.g.1|2|4|48|1|g|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.h.1|2|4|48|1|h|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.i.1|2|4|48|1|i|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.j.1|2|4|48|1|j|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.k.1|2|4|48|1|k|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.l.1|2|4|48|1|l|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.m.1|2|4|48|1|m|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.n.1|2|4|48|1|n|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.o.1|2|4|48|1|o|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.p.1|2|4|48|1|p|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.q.1|2|4|48|1|q|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.r.1|2|4|48|1|r|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.s.1|2|4|48|1|s|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.t.1|2|4|48|1|t|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.u.1|2|4|48|1|u|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.v.1|2|4|48|1|v|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.w.1|2|4|48|1|w|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.x.1|2|4|48|1|x|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.y.1|2|4|48|1|y|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.z.1|2|4|48|1|z|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.ba.1|2|4|48|1|ba|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bb.1|2|4|48|1|bb|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bc.1|2|4|48|1|bc|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bd.1|2|4|48|1|bd|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.be.1|2|4|48|1|be|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bf.1|2|4|48|1|bf|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bg.1|2|4|48|1|bg|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bh.1|2|4|48|1|bh|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bi.1|2|4|48|1|bi|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bj.1|2|4|48|1|bj|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bk.1|2|4|48|1|bk|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.1.bl.1|2|4|48|1|bl|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.a.1|2|4|48|2|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.b.1|2|4|48|2|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.c.1|2|4|48|2|c|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.d.1|2|4|48|2|d|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.e.1|2|4|48|2|e|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.f.1|2|4|48|2|f|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.g.1|2|4|48|2|g|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.h.1|2|4|48|2|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.i.1|2|4|48|2|i|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.j.1|2|4|48|2|j|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.k.1|2|4|48|2|k|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.l.1|2|4|48|2|l|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.m.1|2|4|48|2|m|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.n.1|2|4|48|2|n|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.o.1|2|4|48|2|o|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.p.1|2|4|48|2|p|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.2.q.1|2|4|48|2|q|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.a.1|2|4|48|3|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.b.1|2|4|48|3|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.c.1|2|4|48|3|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.d.1|2|4|48|3|d|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.e.1|2|4|48|3|e|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.f.1|2|4|48|3|f|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.g.1|2|4|48|3|g|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.h.1|2|4|48|3|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.i.1|2|4|48|3|i|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.j.1|2|4|48|3|j|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.k.1|2|4|48|3|k|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.l.1|2|4|48|3|l|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.m.1|2|4|48|3|m|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.n.1|2|4|48|3|n|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.o.1|2|4|48|3|o|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.p.1|2|4|48|3|p|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.q.1|2|4|48|3|q|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.r.1|2|4|48|3|r|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.s.1|2|4|48|3|s|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.t.1|2|4|48|3|t|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.u.1|2|4|48|3|u|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.v.1|2|4|48|3|v|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.w.1|2|4|48|3|w|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.x.1|2|4|48|3|x|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.y.1|2|4|48|3|y|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.z.1|2|4|48|3|z|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.ba.1|2|4|48|3|ba|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bb.1|2|4|48|3|bb|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bc.1|2|4|48|3|bc|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bd.1|2|4|48|3|bd|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.be.1|2|4|48|3|be|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bf.1|2|4|48|3|bf|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bg.1|2|4|48|3|bg|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bh.1|2|4|48|3|bh|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bi.1|2|4|48|3|bi|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bj.1|2|4|48|3|bj|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bk.1|2|4|48|3|bk|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bl.1|2|4|48|3|bl|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bm.1|2|4|48|3|bm|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bn.1|2|4|48|3|bn|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.48.3.bo.1|2|4|48|3|bo|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.4.64.0.a.1|2|4|64|0|a|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.64.2.a.1|2|4|64|2|a|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.64.3.a.1|2|4|64|3|a|1|{1,1,1,1,1,1,1}|T|1.1.1
6.2.4.64.3.b.1|2|4|64|3|b|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.1.a.1|2|4|96|1|a|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.1.b.1|2|4|96|1|b|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.1.c.1|2|4|96|1|c|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.1.d.1|2|4|96|1|d|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.2.a.1|2|4|96|2|a|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.a.1|2|4|96|3|a|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.b.1|2|4|96|3|b|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.c.1|2|4|96|3|c|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.d.1|2|4|96|3|d|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.e.1|2|4|96|3|e|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.f.1|2|4|96|3|f|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.g.1|2|4|96|3|g|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.h.1|2|4|96|3|h|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.i.1|2|4|96|3|i|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.j.1|2|4|96|3|j|1|{6,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.k.1|2|4|96|3|k|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.l.1|2|4|96|3|l|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.m.1|2|4|96|3|m|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.n.1|2|4|96|3|n|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.o.1|2|4|96|3|o|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.3.p.1|2|4|96|3|p|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.a.1|2|4|96|5|a|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.b.1|2|4|96|5|b|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.c.1|2|4|96|5|c|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.d.1|2|4|96|5|d|1|{2,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.e.1|2|4|96|5|e|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.f.1|2|4|96|5|f|1|{2,3,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.g.1|2|4|96|5|g|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.h.1|2|4|96|5|h|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.i.1|2|4|96|5|i|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.j.1|2|4|96|5|j|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.k.1|2|4|96|5|k|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.l.1|2|4|96|5|l|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.m.1|2|4|96|5|m|1|{1,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.n.1|2|4|96|5|n|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.o.1|2|4|96|5|o|1|{1,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.p.1|2|4|96|5|p|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.96.5.q.1|2|4|96|5|q|1|{3,1,1,1,1,1,1}|T|1.1.1
6.2.4.192.3.a.1|2|4|192|3|a|1|{6,1,1,1,1,1}|T|1.1.1
6.2.4.192.5.a.1|2|4|192|5|a|1|{2,1,1,1,1,1}|T|1.1.1
6.2.4.192.9.a.1|2|4|192|9|a|1|{3,1,1,1,1,1}|T|1.1.1
6.2.4.192.9.b.1|2|4|192|9|b|1|{3,1,1,1,1,1}|T|1.1.1
6.2.4.192.9.c.1|2|4|192|9|c|1|{1,1,1,1,1,1}|T|1.1.1
6.2.4.192.9.d.1|2|4|192|9|d|1|{3,1,1,1,1,1}|T|1.1.1
6.2.4.192.9.e.1|2|4|192|9|e|1|{3,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.a.1|2|6|6|0|a|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.b.1|2|6|6|0|b|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.c.1|2|6|6|0|c|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.d.1|2|6|6|0|d|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.e.1|2|6|6|0|e|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.0.f.1|2|6|6|0|f|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.6.1.a.1|2|6|6|1|a|1|{2,3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.8.0.a.1|2|6|8|0|a|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.8.0.b.1|2|6|8|0|b|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.8.1.a.1|2|6|8|1|a|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.a.1|2|6|12|0|a|1|{2,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.b.1|2|6|12|0|b|1|{6,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.c.1|2|6|12|0|c|1|{6,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.d.1|2|6|12|0|d|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.e.1|2|6|12|0|e|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.f.1|2|6|12|0|f|1|{3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.g.1|2|6|12|0|g|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.h.1|2|6|12|0|h|1|{2,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.i.1|2|6|12|0|i|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.j.1|2|6|12|0|j|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.k.1|2|6|12|0|k|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.l.1|2|6|12|0|l|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.m.1|2|6|12|0|m|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.n.1|2|6|12|0|n|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.o.1|2|6|12|0|o|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.p.1|2|6|12|0|p|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.0.q.1|2|6|12|0|q|1|{3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.a.1|2|6|12|1|a|1|{6,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.b.1|2|6|12|1|b|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
