label|deg_mu|level|index|genus|coarse_class|coarse_num|autmuO_norms|is_coarse|scalar_label
text|integer|integer|integer|integer|text|integer|integer[]|boolean|text

6.2.6.12.1.c.1|2|6|12|1|c|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.d.1|2|6|12|1|d|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.e.1|2|6|12|1|e|1|{2,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.f.1|2|6|12|1|f|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.g.1|2|6|12|1|g|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.h.1|2|6|12|1|h|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.i.1|2|6|12|1|i|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.j.1|2|6|12|1|j|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.12.1.k.1|2|6|12|1|k|1|{3,1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.16.0.a.1|2|6|16|0|a|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.16.0.b.1|2|6|16|0|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.16.0.c.1|2|6|16|0|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.16.1.a.1|2|6|16|1|a|1|{2,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.16.1.b.1|2|6|16|1|b|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.18.0.a.1|2|6|18|0|a|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.a.1|2|6|24|0|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.b.1|2|6|24|0|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.c.1|2|6|24|0|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.d.1|2|6|24|0|d|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.e.1|2|6|24|0|e|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.f.1|2|6|24|0|f|1|{2,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.g.1|2|6|24|0|g|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.h.1|2|6|24|0|h|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.i.1|2|6|24|0|i|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.j.1|2|6|24|0|j|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.k.1|2|6|24|0|k|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.0.l.1|2|6|24|0|l|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.a.1|2|6|24|1|a|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.b.1|2|6|24|1|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.c.1|2|6|24|1|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.d.1|2|6|24|1|d|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.e.1|2|6|24|1|e|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.f.1|2|6|24|1|f|1|{2,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.g.1|2|6|24|1|g|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.h.1|2|6|24|1|h|1|{1,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.i.1|2|6|24|1|i|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.j.1|2|6|24|1|j|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.k.1|2|6|24|1|k|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.l.1|2|6|24|1|l|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.m.1|2|6|24|1|m|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.1.n.1|2|6|24|1|n|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.a.1|2|6|24|2|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.b.1|2|6|24|2|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.c.1|2|6|24|2|c|1|{2,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.d.1|2|6|24|2|d|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.e.1|2|6|24|2|e|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.f.1|2|6|24|2|f|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.g.1|2|6|24|2|g|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.h.1|2|6|24|2|h|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.i.1|2|6|24|2|i|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.24.2.j.1|2|6|24|2|j|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.27.0.a.1|2|6|27|0|a|1|{2,3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.32.0.a.1|2|6|32|0|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.32.1.a.1|2|6|32|1|a|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.a.1|2|6|36|0|a|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.b.1|2|6|36|0|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.c.1|2|6|36|0|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.d.1|2|6|36|0|d|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.e.1|2|6|36|0|e|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.0.f.1|2|6|36|0|f|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.a.1|2|6|36|1|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.b.1|2|6|36|1|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.c.1|2|6|36|1|c|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.d.1|2|6|36|1|d|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.e.1|2|6|36|1|e|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.1.f.1|2|6|36|1|f|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.2.a.1|2|6|36|2|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.2.b.1|2|6|36|2|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.2.c.1|2|6|36|2|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.36.2.d.1|2|6|36|2|d|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.0.a.1|2|6|48|0|a|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.0.b.1|2|6|48|0|b|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.0.c.1|2|6|48|0|c|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.0.d.1|2|6|48|0|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.0.e.1|2|6|48|0|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.1.a.1|2|6|48|1|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.1.b.1|2|6|48|1|b|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.1.c.1|2|6|48|1|c|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.1.d.1|2|6|48|1|d|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.1.e.1|2|6|48|1|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.a.1|2|6|48|2|a|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.b.1|2|6|48|2|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.c.1|2|6|48|2|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.d.1|2|6|48|2|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.e.1|2|6|48|2|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.f.1|2|6|48|2|f|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.g.1|2|6|48|2|g|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.2.h.1|2|6|48|2|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.a.1|2|6|48|3|a|1|{1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.b.1|2|6|48|3|b|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.c.1|2|6|48|3|c|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.d.1|2|6|48|3|d|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.e.1|2|6|48|3|e|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.48.3.f.1|2|6|48|3|f|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.0.a.1|2|6|54|0|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.0.b.1|2|6|54|0|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.0.c.1|2|6|54|0|c|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.a.1|2|6|54|1|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.b.1|2|6|54|1|b|1|{6,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.c.1|2|6|54|1|c|1|{3,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.d.1|2|6|54|1|d|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.e.1|2|6|54|1|e|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.f.1|2|6|54|1|f|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.1.g.1|2|6|54|1|g|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.2.a.1|2|6|54|2|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.2.b.1|2|6|54|2|b|1|{2,1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.3.a.1|2|6|54|3|a|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.54.3.b.1|2|6|54|3|b|1|{2,3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.0.a.1|2|6|72|0|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.0.b.1|2|6|72|0|b|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.0.c.1|2|6|72|0|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.a.1|2|6|72|1|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.b.1|2|6|72|1|b|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.c.1|2|6|72|1|c|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.d.1|2|6|72|1|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.e.1|2|6|72|1|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.f.1|2|6|72|1|f|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.g.1|2|6|72|1|g|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.h.1|2|6|72|1|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.i.1|2|6|72|1|i|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.j.1|2|6|72|1|j|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.1.k.1|2|6|72|1|k|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.a.1|2|6|72|2|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.b.1|2|6|72|2|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.c.1|2|6|72|2|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.d.1|2|6|72|2|d|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.e.1|2|6|72|2|e|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.f.1|2|6|72|2|f|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.2.g.1|2|6|72|2|g|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.a.1|2|6|72|3|a|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.b.1|2|6|72|3|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.c.1|2|6|72|3|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.d.1|2|6|72|3|d|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.e.1|2|6|72|3|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.3.f.1|2|6|72|3|f|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.a.1|2|6|72|4|a|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.b.1|2|6|72|4|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.c.1|2|6|72|4|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.d.1|2|6|72|4|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.e.1|2|6|72|4|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.f.1|2|6|72|4|f|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.g.1|2|6|72|4|g|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.h.1|2|6|72|4|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.i.1|2|6|72|4|i|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.j.1|2|6|72|4|j|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.k.1|2|6|72|4|k|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.l.1|2|6|72|4|l|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.72.4.m.1|2|6|72|4|m|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.0.a.1|2|6|96|0|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.1.a.1|2|6|96|1|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.2.a.1|2|6|96|2|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.2.b.1|2|6|96|2|b|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.3.a.1|2|6|96|3|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.5.a.1|2|6|96|5|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.5.b.1|2|6|96|5|b|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.5.c.1|2|6|96|5|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.96.5.d.1|2|6|96|5|d|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.0.a.1|2|6|108|0|a|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.1.a.1|2|6|108|1|a|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.1.b.1|2|6|108|1|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.1.c.1|2|6|108|1|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.1.d.1|2|6|108|1|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.1.e.1|2|6|108|1|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.a.1|2|6|108|2|a|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.b.1|2|6|108|2|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.c.1|2|6|108|2|c|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.d.1|2|6|108|2|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.e.1|2|6|108|2|e|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.f.1|2|6|108|2|f|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.2.g.1|2|6|108|2|g|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.3.a.1|2|6|108|3|a|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.3.b.1|2|6|108|3|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.3.c.1|2|6|108|3|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.a.1|2|6|108|4|a|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.b.1|2|6|108|4|b|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.c.1|2|6|108|4|c|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.d.1|2|6|108|4|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.e.1|2|6|108|4|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.f.1|2|6|108|4|f|1|{1,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.g.1|2|6|108|4|g|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.h.1|2|6|108|4|h|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.i.1|2|6|108|4|i|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.4.j.1|2|6|108|4|j|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.a.1|2|6|108|5|a|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.b.1|2|6|108|5|b|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.c.1|2|6|108|5|c|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.d.1|2|6|108|5|d|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.e.1|2|6|108|5|e|1|{2,3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.f.1|2|6|108|5|f|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.g.1|2|6|108|5|g|1|{6,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.h.1|2|6|108|5|h|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.i.1|2|6|108|5|i|1|{3,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.108.5.j.1|2|6|108|5|j|1|{2,1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.1.a.1|2|6|144|1|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.1.b.1|2|6|144|1|b|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.1.c.1|2|6|144|1|c|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.2.a.1|2|6|144|2|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.3.a.1|2|6|144|3|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.a.1|2|6|144|4|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.b.1|2|6|144|4|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.c.1|2|6|144|4|c|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.d.1|2|6|144|4|d|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.e.1|2|6|144|4|e|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.f.1|2|6|144|4|f|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.g.1|2|6|144|4|g|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.h.1|2|6|144|4|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.i.1|2|6|144|4|i|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.4.j.1|2|6|144|4|j|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.5.a.1|2|6|144|5|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.5.b.1|2|6|144|5|b|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.5.c.1|2|6|144|5|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.6.a.1|2|6|144|6|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.6.b.1|2|6|144|6|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.6.c.1|2|6|144|6|c|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.6.d.1|2|6|144|6|d|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.a.1|2|6|144|7|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.b.1|2|6|144|7|b|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.c.1|2|6|144|7|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.d.1|2|6|144|7|d|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.e.1|2|6|144|7|e|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.f.1|2|6|144|7|f|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.g.1|2|6|144|7|g|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.144.7.h.1|2|6|144|7|h|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.1.a.1|2|6|216|1|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.2.a.1|2|6|216|2|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.3.a.1|2|6|216|3|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.3.b.1|2|6|216|3|b|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.4.a.1|2|6|216|4|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.4.b.1|2|6|216|4|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.4.c.1|2|6|216|4|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.4.d.1|2|6|216|4|d|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.4.e.1|2|6|216|4|e|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.5.a.1|2|6|216|5|a|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.5.b.1|2|6|216|5|b|1|{2,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.6.a.1|2|6|216|6|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.a.1|2|6|216|7|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.b.1|2|6|216|7|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.c.1|2|6|216|7|c|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.d.1|2|6|216|7|d|1|{6,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.e.1|2|6|216|7|e|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.f.1|2|6|216|7|f|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.g.1|2|6|216|7|g|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.7.h.1|2|6|216|7|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.8.a.1|2|6|216|8|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.8.b.1|2|6|216|8|b|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.9.a.1|2|6|216|9|a|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.9.b.1|2|6|216|9|b|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.9.c.1|2|6|216|9|c|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.9.d.1|2|6|216|9|d|1|{1,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.a.1|2|6|216|10|a|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.b.1|2|6|216|10|b|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.c.1|2|6|216|10|c|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.d.1|2|6|216|10|d|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.e.1|2|6|216|10|e|1|{2,3,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.f.1|2|6|216|10|f|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.g.1|2|6|216|10|g|1|{3,1,1,1,1,1,1,1}|T|1.1.1
6.2.6.216.10.h.1|2|6|216|10|h|1|{2,3,1,1,1,1,1,1}|T|1.1.1
