old_label,D,M,discB,discO,deg_mu,level,al_set,al_gens,n_al,is_trivial_quotient,is_full_star,hall_divisors_DM,al_all_hall,has_identity_1,in_models,model_dup_count,in_points,pt_genus,pt_count,pt_M,coords
"26.3-[1,3,13,39]",26,3,26,78,1,1,"1,3,13,39","3,13,39",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,5,3,"{[ 0, 0, 1 ],[ 1, 0, 0 ],[ 2, -16, 1 ],[ 3, -132, 8 ],[ 2, 10, 1 ]}"
"26.3-[1,3,26,78]",26,3,26,78,1,1,"1,3,26,78","3,26,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,3,[]
"26.3-[1,6,13,78]",26,3,26,78,1,1,"1,6,13,78","6,13,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,1,3,3,"{[ 0, 0, 1 ],[ 0, 1, 0 ],[ 0, -1, 1 ]}"
"26.3-[1,6,26,39]",26,3,26,78,1,1,"1,6,26,39","6,26,39",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,3,[]
"26.3-[1,2,3,6,13,26,39,78]",26,3,26,78,1,1,"1,2,3,6,13,26,39,78","2,3,6,13,26,39,78",8,False,True,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,3,[]
33.1-[1],33,1,33,33,1,1,1,,1,True,False,"1,3,11,33",True,True,True,1,False,,,,
34.1-[1],34,1,34,34,1,1,1,,1,True,False,"1,2,17,34",True,True,True,1,False,,,,
35.1-[1],35,1,35,35,1,1,1,,1,True,False,"1,5,7,35",True,True,True,1,True,3,0,1,{}
"35.1-[1,5]",35,1,35,35,1,1,"1,5",5,2,False,False,"1,5,7,35",True,True,True,1,True,2,3,1,"{[ -1, -1, 1 ],[ 3, -50, 4 ],[ 1, 0, 0 ]}"
"35.1-[1,7]",35,1,35,35,1,1,"1,7",7,2,False,False,"1,5,7,35",True,True,True,1,True,1,3,1,"{[ 1, 3, 1 ],[ 0, 1, 0 ],[ 1, -4, 1 ]}"
"35.1-[1,35]",35,1,35,35,1,1,"1,35",35,2,False,False,"1,5,7,35",True,True,True,1,True,0,infinite,1,[]
"35.1-[1,5,7,35]",35,1,35,35,1,1,"1,5,7,35","5,7,35",4,False,True,"1,5,7,35",True,True,True,1,True,0,infinite,1,[]
38.1-[1],38,1,38,38,1,1,1,,1,True,False,"1,2,19,38",True,True,True,1,True,2,0,1,{}
"38.1-[1,2]",38,1,38,38,1,1,"1,2",2,2,False,False,"1,2,19,38",True,True,True,1,True,1,1,1,"{[ 0, 1, 0 ]}"
"38.1-[1,19]",38,1,38,38,1,1,"1,19",19,2,False,False,"1,2,19,38",True,True,True,1,True,1,3,1,"{[ 0, -10, 1 ],[ 0, 1, 0 ],[ 0, 9, 1 ]}"
"38.1-[1,38]",38,1,38,38,1,1,"1,38",38,2,False,False,"1,2,19,38",True,True,True,1,True,0,infinite,1,[]
"38.1-[1,2,19,38]",38,1,38,38,1,1,"1,2,19,38","2,19,38",4,False,True,"1,2,19,38",True,True,True,1,True,0,infinite,1,[]
39.1-[1],39,1,39,39,1,1,1,,1,True,False,"1,3,13,39",True,True,True,1,True,3,0,1,{}
"39.1-[1,3]",39,1,39,39,1,1,"1,3",3,2,False,False,"1,3,13,39",True,True,True,1,True,2,0,1,{}
"39.1-[1,13]",39,1,39,39,1,1,"1,13",13,2,False,False,"1,3,13,39",True,True,True,2,True,1,0,1,{}
"39.1-[1,39]",39,1,39,39,1,1,"1,39",39,2,False,False,"1,3,13,39",True,True,True,1,True,0,infinite,1,[]
"39.1-[1,3,13,39]",39,1,39,39,1,1,"1,3,13,39","3,13,39",4,False,True,"1,3,13,39",True,True,True,1,True,0,infinite,1,[]
39.2-[1],39,2,39,78,1,1,1,,1,True,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,7,0,2,{}
"39.2-[1,2]",39,2,39,78,1,1,"1,2",2,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,4,0,2,{}
"39.2-[1,3]",39,2,39,78,1,1,"1,3",3,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,4,0,2,{}
"39.2-[1,6]",39,2,39,78,1,1,"1,6",6,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,4,2,"{[ 0, 0, 1 ],[ 1, 0, 0 ],[ 0, -1, 1 ],[ 1, -1, 0 ]}"
"39.2-[1,13]",39,2,39,78,1,1,"1,13",13,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,0,2,{}
"39.2-[1,26]",39,2,39,78,1,1,"1,26",26,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,4,0,2,{}
"39.2-[1,39]",39,2,39,78,1,1,"1,39",39,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,2,[]
"39.2-[1,78]",39,2,39,78,1,1,"1,78",78,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,0,2,{}
"39.2-[1,2,3,6]",39,2,39,78,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,6,2,"{[ 0, 0, 1 ],[ -1, -1, 1 ],[ -1, 2, 1 ],[ -4, 26, 1 ],[ 1, 0, 0 ],[ 1, -1, 0 ]}"
"39.2-[1,2,13,26]",39,2,39,78,1,1,"1,2,13,26","2,13,26",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,2,2,"{[ 0, 0, 1 ],[ 8, -676, 7 ]}"
"39.2-[1,2,39,78]",39,2,39,78,1,1,"1,2,39,78","2,39,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,2,[]
"39.2-[1,3,13,39]",39,2,39,78,1,1,"1,3,13,39","3,13,39",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,2,[]
"39.2-[1,3,26,78]",39,2,39,78,1,1,"1,3,26,78","3,26,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,2,2,"{[ 0, 0, 1 ],[ -4, 26, 1 ]}"
"39.2-[1,6,13,78]",39,2,39,78,1,1,"1,6,13,78","6,13,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,1,2,2,"{[ -2, 0, 0, 1 ],[ 2, 0, 0, 1 ]}"
"39.2-[1,6,26,39]",39,2,39,78,1,1,"1,6,26,39","6,26,39",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,2,[]
"39.2-[1,2,3,6,13,26,39,78]",39,2,39,78,1,1,"1,2,3,6,13,26,39,78","2,3,6,13,26,39,78",8,False,True,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,2,[]
46.1-[1],46,1,46,46,1,1,1,,1,True,False,"1,2,23,46",True,True,True,1,False,,,,
51.1-[1],51,1,51,51,1,1,1,,1,True,False,"1,3,17,51",True,True,True,1,True,3,0,1,{}
"51.1-[1,3]",51,1,51,51,1,1,"1,3",3,2,False,False,"1,3,17,51",True,True,True,1,True,1,1,1,"{[ 0, 1, 0 ]}"
"51.1-[1,17]",51,1,51,51,1,1,"1,17",17,2,False,False,"1,3,17,51",True,True,True,1,True,2,3,1,"{[ 0, 0, 1 ],[ -4, 34, 1 ],[ -3, 15, 1 ]}"
"51.1-[1,51]",51,1,51,51,1,1,"1,51",51,2,False,False,"1,3,17,51",True,True,True,1,True,0,infinite,1,[]
"51.1-[1,3,17,51]",51,1,51,51,1,1,"1,3,17,51","3,17,51",4,False,True,"1,3,17,51",True,True,True,1,True,0,infinite,1,[]
55.1-[1],55,1,55,55,1,1,1,,1,True,False,"1,5,11,55",True,True,True,1,True,3,0,1,{}
"55.1-[1,5]",55,1,55,55,1,1,"1,5",5,2,False,False,"1,5,11,55",True,True,True,2,True,1,0,1,{}
"55.1-[1,11]",55,1,55,55,1,1,"1,11",11,2,False,False,"1,5,11,55",True,True,True,1,True,2,0,1,{}
"55.1-[1,55]",55,1,55,55,1,1,"1,55",55,2,False,False,"1,5,11,55",True,True,True,1,True,0,infinite,1,[]
"55.1-[1,5,11,55]",55,1,55,55,1,1,"1,5,11,55","5,11,55",4,False,True,"1,5,11,55",True,True,True,1,True,0,infinite,1,[]
57.1-[1],57,1,57,57,1,1,1,,1,True,False,"1,3,19,57",True,True,True,1,True,3,0,1,{}
"57.1-[1,3]",57,1,57,57,1,1,"1,3",3,2,False,False,"1,3,19,57",True,True,True,1,True,2,1,1,"{[ -1, 1, 1 ]}"
"57.1-[1,19]",57,1,57,57,1,1,"1,19",19,2,False,False,"1,3,19,57",True,True,True,1,True,0,0,1,[]
"57.1-[1,57]",57,1,57,57,1,1,"1,57",57,2,False,False,"1,3,19,57",True,True,True,1,True,1,2,1,NA
"57.1-[1,3,19,57]",57,1,57,57,1,1,"1,3,19,57","3,19,57",4,False,True,"1,3,19,57",True,True,True,1,True,0,infinite,1,[]
58.1-[1],58,1,58,58,1,1,1,,1,True,False,"1,2,29,58",True,True,True,1,True,2,0,1,{}
"58.1-[1,2]",58,1,58,58,1,1,"1,2",2,2,False,False,"1,2,29,58",True,True,True,1,True,1,1,1,"{[ 0, 1, 0 ]}"
"58.1-[1,29]",58,1,58,58,1,1,"1,29",29,2,False,False,"1,2,29,58",True,True,True,1,True,0,infinite,1,[]
"58.1-[1,58]",58,1,58,58,1,1,"1,58",58,2,False,False,"1,2,29,58",True,True,True,1,True,1,2,1,NA
"58.1-[1,2,29,58]",58,1,58,58,1,1,"1,2,29,58","2,29,58",4,False,True,"1,2,29,58",True,True,True,1,True,0,infinite,1,[]
62.1-[1],62,1,62,62,1,1,1,,1,True,False,"1,2,31,62",True,True,True,1,True,3,0,1,{}
"62.1-[1,2]",62,1,62,62,1,1,"1,2",2,2,False,False,"1,2,31,62",True,True,True,2,True,1,0,1,{}
"62.1-[1,31]",62,1,62,62,1,1,"1,31",31,2,False,False,"1,2,31,62",True,True,True,1,True,2,2,1,"{[ 1, 0, 0 ],[ -1, 0, 1 ]}"
"62.1-[1,62]",62,1,62,62,1,1,"1,62",62,2,False,False,"1,2,31,62",True,True,True,1,True,0,infinite,1,[]
"62.1-[1,2,31,62]",62,1,62,62,1,1,"1,2,31,62","2,31,62",4,False,True,"1,2,31,62",True,True,True,1,True,0,infinite,1,[]
69.1-[1],69,1,69,69,1,1,1,,1,True,False,"1,3,23,69",True,True,True,1,True,3,0,1,{}
"69.1-[1,3]",69,1,69,69,1,1,"1,3",3,2,False,False,"1,3,23,69",True,True,True,2,True,1,0,1,{}
"69.1-[1,23]",69,1,69,69,1,1,"1,23",23,2,False,False,"1,3,23,69",True,True,True,1,True,2,2,1,"{[ 1, -10, 4 ],[ 1, 0, 0 ]}"
"69.1-[1,69]",69,1,69,69,1,1,"1,69",69,2,False,False,"1,3,23,69",True,True,True,1,True,0,infinite,1,[]
"69.1-[1,3,23,69]",69,1,69,69,1,1,"1,3,23,69","3,23,69",4,False,True,"1,3,23,69",True,True,True,1,True,0,infinite,1,[]
74.1-[1],74,1,74,74,1,1,1,,1,True,False,"1,2,37,74",True,True,True,1,True,4,0,1,{}
"74.1-[1,2]",74,1,74,74,1,1,"1,2",2,2,False,False,"1,2,37,74",True,True,True,1,True,2,1,1,"{[ -5, -15, 3 ]}"
"74.1-[1,37]",74,1,74,74,1,1,"1,37",37,2,False,False,"1,2,37,74",True,True,True,1,True,2,1,1,"{[ 0, 0, 1 ]}"
"74.1-[1,74]",74,1,74,74,1,1,"1,74",74,2,False,False,"1,2,37,74",True,True,True,1,True,0,infinite,1,[]
"74.1-[1,2,37,74]",74,1,74,74,1,1,"1,2,37,74","2,37,74",4,False,True,"1,2,37,74",True,True,True,1,True,0,infinite,1,[]
"77.1-[1,11]",77,1,77,77,1,1,"1,11",11,2,False,False,"1,7,11,77",True,True,True,1,False,,,,
"77.1-[1,17]",77,1,77,77,1,1,"1,17",17,2,False,False,"1,7,11,77",False,True,True,1,False,,,,
82.1-[1],82,1,82,82,1,1,1,,1,True,False,"1,2,41,82",True,True,True,1,True,3,0,1,{}
"82.1-[1,2]",82,1,82,82,1,1,"1,2",2,2,False,False,"1,2,41,82",True,True,True,1,True,2,0,1,{}
"82.1-[1,41]",82,1,82,82,1,1,"1,41",41,2,False,False,"1,2,41,82",True,True,True,1,True,0,0,1,[]
"82.1-[1,82]",82,1,82,82,1,1,"1,82",82,2,False,False,"1,2,41,82",True,True,True,1,True,1,2,1,NA
"82.1-[1,2,41,82]",82,1,82,82,1,1,"1,2,41,82","2,41,82",4,False,True,"1,2,41,82",True,True,True,1,True,0,infinite,1,[]
"85.1-[1,2]",85,1,85,85,1,1,"1,2",2,2,False,False,"1,5,17,85",False,True,True,1,False,,,,
86.1-[1],86,1,86,86,1,1,1,,1,True,False,"1,2,43,86",True,True,True,1,True,4,0,1,{}
"86.1-[1,2]",86,1,86,86,1,1,"1,2",2,2,False,False,"1,2,43,86",True,True,True,1,True,2,1,1,"{[ -3, -3, 1 ]}"
"86.1-[1,43]",86,1,86,86,1,1,"1,43",43,2,False,False,"1,2,43,86",True,True,True,1,True,2,1,1,"{[ 2, -3, 1 ]}"
"86.1-[1,86]",86,1,86,86,1,1,"1,86",86,2,False,False,"1,2,43,86",True,True,True,1,True,0,infinite,1,[]
"86.1-[1,2,43,86]",86,1,86,86,1,1,"1,2,43,86","2,43,86",4,False,True,"1,2,43,86",True,True,True,1,True,0,infinite,1,[]
87.1-[1],87,1,87,87,1,1,1,,1,True,False,"1,3,29,87",True,True,True,1,True,5,0,1,{}
"87.1-[1,3]",87,1,87,87,1,1,"1,3",3,2,False,False,"1,3,29,87",True,True,True,1,True,2,0,1,{}
"87.1-[1,29]",87,1,87,87,1,1,"1,29",29,2,False,False,"1,3,29,87",True,True,True,1,True,3,0,1,[]
"87.1-[1,87]",87,1,87,87,1,1,"1,87",87,2,False,False,"1,3,29,87",True,True,True,1,True,0,infinite,1,[]
"87.1-[1,3,29,87]",87,1,87,87,1,1,"1,3,29,87","3,29,87",4,False,True,"1,3,29,87",True,True,True,1,True,0,infinite,1,[]
"91.1-[1,91]",91,1,91,91,1,1,"1,91",91,2,False,False,"1,7,13,91",True,True,True,1,False,,,,
93.1-[1],93,1,93,93,1,1,1,,1,True,False,"1,3,31,93",True,True,True,1,True,5,0,1,{}
"93.1-[1,3]",93,1,93,93,1,1,"1,3",3,2,False,False,"1,3,31,93",True,True,True,1,True,3,0,1,{}
"93.1-[1,31]",93,1,93,93,1,1,"1,31",31,2,False,False,"1,3,31,93",True,True,True,1,True,0,0,1,[]
"93.1-[1,93]",93,1,93,93,1,1,"1,93",93,2,False,False,"1,3,31,93",True,True,True,1,True,2,0,1,[]
"93.1-[1,3,31,93]",93,1,93,93,1,1,"1,3,31,93","3,31,93",4,False,True,"1,3,31,93",True,True,True,1,True,0,infinite,1,[]
94.1-[1],94,1,94,94,1,1,1,,1,True,False,"1,2,47,94",True,True,True,1,True,3,0,1,{}
"94.1-[1,2]",94,1,94,94,1,1,"1,2",2,2,False,False,"1,2,47,94",True,True,True,1,True,1,0,1,{}
"94.1-[1,47]",94,1,94,94,1,1,"1,47",47,2,False,False,"1,2,47,94",True,True,True,1,True,2,2,1,"{[ 1, 0, 0 ],[ -2, -1, 1 ]}"
"94.1-[1,89]",94,1,94,94,1,1,"1,89",89,2,False,False,"1,2,47,94",False,True,True,1,False,,,,
"94.1-[1,94]",94,1,94,94,1,1,"1,94",94,2,False,False,"1,2,47,94",True,True,True,1,True,0,infinite,1,[]
"94.1-[1,2,47,94]",94,1,94,94,1,1,"1,2,47,94","2,47,94",4,False,True,"1,2,47,94",True,True,True,1,True,0,infinite,1,[]
95.1-[1],95,1,95,95,1,1,1,,1,True,False,"1,5,19,95",True,True,True,1,True,7,0,1,{}
"95.1-[1,5]",95,1,95,95,1,1,"1,5",5,2,False,False,"1,5,19,95",True,True,True,1,True,3,0,1,{}
"95.1-[1,19]",95,1,95,95,1,1,"1,19",19,2,False,False,"1,5,19,95",True,True,True,1,True,4,0,1,{}
"95.1-[1,95]",95,1,95,95,1,1,"1,95",95,2,False,False,"1,5,19,95",True,True,True,1,True,0,infinite,1,[]
"95.1-[1,5,19,95]",95,1,95,95,1,1,"1,5,19,95","5,19,95",4,False,True,"1,5,19,95",True,True,True,1,True,0,infinite,1,[]
111.1-[1],111,1,111,111,1,1,1,,1,True,False,"1,3,37,111",True,True,True,1,True,7,0,1,{}
"111.1-[1,3]",111,1,111,111,1,1,"1,3",3,2,False,False,"1,3,37,111",True,True,True,1,True,4,0,1,{}
"111.1-[1,37]",111,1,111,111,1,1,"1,37",37,2,False,False,"1,3,37,111",True,True,True,1,True,3,0,1,{}
"111.1-[1,111]",111,1,111,111,1,1,"1,111",111,2,False,False,"1,3,37,111",True,True,True,1,True,0,infinite,1,[]
"111.1-[1,3,37,111]",111,1,111,111,1,1,"1,3,37,111","3,37,111",4,False,True,"1,3,37,111",True,True,True,1,True,0,infinite,1,[]
119.1-[1],119,1,119,119,1,1,1,,1,True,False,"1,7,17,119",True,True,True,1,True,9,0,1,{}
"119.1-[1,7]",119,1,119,119,1,1,"1,7",7,2,False,False,"1,7,17,119",True,True,True,1,True,4,0,1,{}
"119.1-[1,17]",119,1,119,119,1,1,"1,17",17,2,False,False,"1,7,17,119",True,True,True,1,True,5,0,1,[]
"119.1-[1,119]",119,1,119,119,1,1,"1,119",119,2,False,False,"1,7,17,119",True,True,True,1,True,0,infinite,1,[]
"119.1-[1,7,17,119]",119,1,119,119,1,1,"1,7,17,119","7,17,119",4,False,True,"1,7,17,119",True,True,True,1,True,0,infinite,1,[]
"123.1-[1,123]",123,1,123,123,1,1,"1,123",123,2,False,False,"1,3,41,123",True,True,True,1,False,,,,
134.1-[1],134,1,134,134,1,1,1,,1,True,False,"1,2,67,134",True,True,True,1,True,6,0,1,{}
"134.1-[1,2]",134,1,134,134,1,1,"1,2",2,2,False,False,"1,2,67,134",True,True,True,1,True,3,0,1,[]
"134.1-[1,67]",134,1,134,134,1,1,"1,67",67,2,False,False,"1,2,67,134",True,True,True,1,True,3,0,1,[]
"134.1-[1,134]",134,1,134,134,1,1,"1,134",134,2,False,False,"1,2,67,134",True,True,True,1,True,0,infinite,1,[]
"134.1-[1,2,67,134]",134,1,134,134,1,1,"1,2,67,134","2,67,134",4,False,True,"1,2,67,134",True,True,True,1,True,0,infinite,1,[]
"141.1-[1,141]",141,1,141,141,1,1,"1,141",141,2,False,False,"1,3,47,141",True,True,True,1,False,,,,
"142.1-[1,2]",142,1,142,142,1,1,"1,2",2,2,False,False,"1,2,71,142",True,True,True,1,False,,,,
"142.1-[1,142]",142,1,142,142,1,1,"1,142",142,2,False,False,"1,2,71,142",True,True,True,1,False,,,,
146.1-[1],146,1,146,146,1,1,1,,1,True,False,"1,2,73,146",True,True,True,1,True,7,0,1,{}
"146.1-[1,2]",146,1,146,146,1,1,"1,2",2,2,False,False,"1,2,73,146",True,True,True,1,True,4,0,1,{}
"146.1-[1,73]",146,1,146,146,1,1,"1,73",73,2,False,False,"1,2,73,146",True,True,True,1,True,3,0,1,{}
"146.1-[1,146]",146,1,146,146,1,1,"1,146",146,2,False,False,"1,2,73,146",True,True,True,1,True,0,infinite,1,[]
"146.1-[1,2,73,146]",146,1,146,146,1,1,"1,2,73,146","2,73,146",4,False,True,"1,2,73,146",True,True,True,1,True,0,infinite,1,[]
"155.1-[1,155]",155,1,155,155,1,1,"1,155",155,2,False,False,"1,5,31,155",True,True,True,1,False,,,,
"158.1-[1,158]",158,1,158,158,1,1,"1,158",158,2,False,False,"1,2,79,158",True,True,True,1,False,,,,
159.1-[1],159,1,159,159,1,1,1,,1,True,False,"1,3,53,159",True,True,True,1,True,9,0,1,{}
"159.1-[1,3]",159,1,159,159,1,1,"1,3",3,2,False,False,"1,3,53,159",True,True,True,1,True,4,0,1,{}
"159.1-[1,53]",159,1,159,159,1,1,"1,53",53,2,False,False,"1,3,53,159",True,True,True,1,True,5,0,1,[]
"159.1-[1,159]",159,1,159,159,1,1,"1,159",159,2,False,False,"1,3,53,159",True,True,True,1,True,0,infinite,1,[]
"159.1-[1,3,53,159]",159,1,159,159,1,1,"1,3,53,159","3,53,159",4,False,True,"1,3,53,159",True,True,True,1,True,0,infinite,1,[]
"178.1-[1,30]",178,1,178,178,1,1,"1,30",30,2,False,False,"1,2,89,178",False,True,True,1,False,,,,
194.1-[1],194,1,194,194,1,1,1,,1,True,False,"1,2,97,194",True,True,True,1,True,9,0,1,{}
"194.1-[1,2]",194,1,194,194,1,1,"1,2",2,2,False,False,"1,2,97,194",True,True,True,1,True,5,0,1,{}
"194.1-[1,97]",194,1,194,194,1,1,"1,97",97,2,False,False,"1,2,97,194",True,True,True,1,True,4,0,1,{}
"194.1-[1,194]",194,1,194,194,1,1,"1,194",194,2,False,False,"1,2,97,194",True,True,True,1,True,0,infinite,1,[]
"194.1-[1,2,97,194]",194,1,194,194,1,1,"1,2,97,194","2,97,194",4,False,True,"1,2,97,194",True,True,True,1,True,0,infinite,1,[]
206.1-[1],206,1,206,206,1,1,1,,1,True,False,"1,2,103,206",True,True,True,1,True,9,0,1,{}
"206.1-[1,2]",206,1,206,206,1,1,"1,2",2,2,False,False,"1,2,103,206",True,True,True,1,True,4,0,1,{}
"206.1-[1,103]",206,1,206,206,1,1,"1,103",103,2,False,False,"1,2,103,206",True,True,True,1,True,5,0,1,[]
"206.1-[1,206]",206,1,206,206,1,1,"1,206",206,2,False,False,"1,2,103,206",True,True,True,1,True,0,infinite,1,[]
"206.1-[1,2,103,206]",206,1,206,206,1,1,"1,2,103,206","2,103,206",4,False,True,"1,2,103,206",True,True,True,1,True,0,infinite,1,[]
"210.1-[1,42]",210,1,210,210,1,1,"1,42",42,2,False,False,"1,2,3,5,6,7,10,14,15,21,30,35,42,70,105,210",True,True,True,1,False,,,,
"210.1-[1,70]",210,1,210,210,1,1,"1,70",70,2,False,False,"1,2,3,5,6,7,10,14,15,21,30,35,42,70,105,210",True,True,True,1,False,,,,
"210.1-[1,105]",210,1,210,210,1,1,"1,105",105,2,False,False,"1,2,3,5,6,7,10,14,15,21,30,35,42,70,105,210",True,True,True,1,False,,,,
"254.1-[1,254]",254,1,254,254,1,1,"1,254",254,2,False,False,"1,2,127,254",True,True,True,1,False,,,,
"326.1-[1,326]",326,1,326,326,1,1,"1,326",326,2,False,False,"1,2,163,326",True,True,True,1,False,,,,
"330.1-[1,3]",330,1,330,330,1,1,"1,3",3,2,False,False,"1,2,3,5,6,10,11,15,22,30,33,55,66,110,165,330",True,True,True,1,False,,,,
"330.1-[1,22]",330,1,330,330,1,1,"1,22",22,2,False,False,"1,2,3,5,6,10,11,15,22,30,33,55,66,110,165,330",True,True,True,1,False,,,,
"330.1-[1,33]",330,1,330,330,1,1,"1,33",33,2,False,False,"1,2,3,5,6,10,11,15,22,30,33,55,66,110,165,330",True,True,True,1,False,,,,
"330.1-[1,165]",330,1,330,330,1,1,"1,165",165,2,False,False,"1,2,3,5,6,10,11,15,22,30,33,55,66,110,165,330",True,True,True,1,False,,,,
"446.1-[1,446]",446,1,446,446,1,1,"1,446",446,2,False,False,"1,2,223,446",True,True,True,1,False,,,,
"462.1-[1,154]",462,1,462,462,1,1,"1,154",154,2,False,False,"1,2,3,6,7,11,14,21,22,33,42,66,77,154,231,462",True,True,True,1,False,,,,
