old_label,D,M,discB,discO,deg_mu,level,al_set,al_gens,n_al,is_trivial_quotient,is_full_star,hall_divisors_DM,al_all_hall,has_identity_1,in_models,model_dup_count,in_points,pt_genus,pt_count,pt_M,coords
"10.23-[1,2,5,10]",10,23,10,230,1,1,"1,2,5,10","2,5,10",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,2,1,23,"{[ 3, 0, 1 ]}"
"10.23-[1,2,23,46]",10,23,10,230,1,1,"1,2,23,46","2,23,46",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,3,0,23,[]
"10.23-[1,2,115,230]",10,23,10,230,1,1,"1,2,115,230","2,115,230",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,0,infinite,23,[]
"10.23-[1,5,23,115]",10,23,10,230,1,1,"1,5,23,115","5,23,115",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,2,1,23,"{[ 1, 0, 0 ]}"
"10.23-[1,5,46,230]",10,23,10,230,1,1,"1,5,46,230","5,46,230",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,0,infinite,23,[]
"10.23-[1,10,23,230]",10,23,10,230,1,1,"1,10,23,230","10,23,230",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,0,infinite,23,[]
"10.23-[1,10,46,115]",10,23,10,230,1,1,"1,10,46,115","10,46,115",4,False,False,"1,2,5,10,23,46,115,230",True,True,True,1,True,2,1,23,"{[ 1, 0, 0 ]}"
"10.23-[1,2,5,10,23,46,115,230]",10,23,10,230,1,1,"1,2,5,10,23,46,115,230","2,5,10,23,46,115,230",8,False,True,"1,2,5,10,23,46,115,230",True,True,True,1,True,0,infinite,23,[]
14.1-[1],14,1,14,14,1,1,1,,1,True,False,"1,2,7,14",True,True,True,1,False,,,,
14.3-[1],14,3,14,42,1,1,1,,1,True,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,3,0,3,{}
"14.3-[1,2]",14,3,14,42,1,1,"1,2",2,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,0,3,{}
"14.3-[1,3]",14,3,14,42,1,1,"1,3",3,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,0,3,{}
"14.3-[1,6]",14,3,14,42,1,1,"1,6",6,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,0,3,{}
"14.3-[1,7]",14,3,14,42,1,1,"1,7",7,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,0,3,{}
"14.3-[1,14]",14,3,14,42,1,1,"1,14",14,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,0,3,[]
"14.3-[1,21]",14,3,14,42,1,1,"1,21",21,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,6,3,"{[ -49/36, 7/4, -9/4, 1 ],[ 7/9, 0, 0, 1 ],[ 49/36, 7/4, 9/4, 1 ],[ 49/36, -7/4, 9/4, 1 ],[ -7/9, 0, 0, 1 ],[ -49/36, -7/4, -9/4, 1 ]}"
"14.3-[1,42]",14,3,14,42,1,1,"1,42",42,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,6,3,"{[ -7/36, -7/4, -63/4, 1 ],[ 7/36, 7/4, 63/4, 1 ],[ 7/9, 0, 0, 1 ],[ 7/36, -7/4, 63/4, 1 ],[ -7/9, 0, 0, 1 ],[ -7/36, 7/4, -63/4, 1 ]}"
"14.3-[1,2,3,6]",14,3,14,42,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,2,3,"{[ -77/4, 73/8, 1 ],[ 0, 1, 0 ]}"
"14.3-[1,2,7,14]",14,3,14,42,1,1,"1,2,7,14","2,7,14",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,3,[]
"14.3-[1,2,21,42]",14,3,14,42,1,1,"1,2,21,42","2,21,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,3,[]
"14.3-[1,3,7,21]",14,3,14,42,1,1,"1,3,7,21","3,7,21",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,6,3,"{[ 10, 19, 1 ],[ 10, -30, 1 ],[ -4, 5, 1 ],[ -9/4, 5/8, 1 ],[ 0, 1, 0 ],[ -4, -2, 1 ]}"
"14.3-[1,3,14,42]",14,3,14,42,1,1,"1,3,14,42","3,14,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,3,[]
"14.3-[1,6,7,42]",14,3,14,42,1,1,"1,6,7,42","6,7,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,6,3,"{[ 2, -1, 1 ],[ 2, -2, 1 ],[ 0, -4, 1 ],[ 0, 3, 1 ],[ 0, 1, 0 ],[ 7/4, -11/8, 1 ]}"
"14.3-[1,6,14,21]",14,3,14,42,1,1,"1,6,14,21","6,14,21",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,3,[]
"14.3-[1,2,3,6,7,14,21,42]",14,3,14,42,1,1,"1,2,3,6,7,14,21,42","2,3,6,7,14,21,42",8,False,True,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,3,[]
14.5-[1],14,5,14,70,1,1,1,,1,True,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,3,0,5,{}
"14.5-[1,2]",14,5,14,70,1,1,"1,2",2,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,0,5,{}
"14.5-[1,5]",14,5,14,70,1,1,"1,5",5,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,2,0,5,{}
"14.5-[1,7]",14,5,14,70,1,1,"1,7",7,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,2,0,5,{}
"14.5-[1,10]",14,5,14,70,1,1,"1,10",10,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,2,0,5,{}
"14.5-[1,14]",14,5,14,70,1,1,"1,14",14,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
"14.5-[1,35]",14,5,14,70,1,1,"1,35",35,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,2,5,"{[ -1/196, -1/28, -1/4, 1 ],[ 1/196, 1/28, 1/4, 1 ]}"
"14.5-[1,70]",14,5,14,70,1,1,"1,70",70,2,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,6,5,"{[ -12496225/103388224, 3535/40672, -1/16, 1 ],[ -986049/6461764, 993/2542, -1, 1 ],[ 190969/103388224, -1311/40672, 9/16, 1 ],[ -190969/103388224, 1311/40672, -9/16, 1 ],[ 12496225/103388224, -3535/40672, 1/16, 1 ],[ 986049/6461764, -993/2542, 1, 1 ]}"
"14.5-[1,2,5,10]",14,5,14,70,1,1,"1,2,5,10","2,5,10",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,2,5,"{[ -37/4, 33/8, 1 ],[ 0, 1, 0 ]}"
"14.5-[1,2,7,14]",14,5,14,70,1,1,"1,2,7,14","2,7,14",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
"14.5-[1,2,35,70]",14,5,14,70,1,1,"1,2,35,70","2,35,70",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
"14.5-[1,5,7,35]",14,5,14,70,1,1,"1,5,7,35","5,7,35",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,2,5,"{[ -121/4, 117/8, 1 ],[ 0, 1, 0 ]}"
"14.5-[1,5,14,70]",14,5,14,70,1,1,"1,5,14,70","5,14,70",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
"14.5-[1,7,10,70]",14,5,14,70,1,1,"1,7,10,70","7,10,70",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,1,6,5,"{[ 2, -1, 1 ],[ 2, -2, 1 ],[ 0, -4, 1 ],[ 0, 3, 1 ],[ 0, 1, 0 ],[ 7/4, -11/8, 1 ]}"
"14.5-[1,10,14,35]",14,5,14,70,1,1,"1,10,14,35","10,14,35",4,False,False,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
"14.5-[1,2,5,7,10,14,35,70]",14,5,14,70,1,1,"1,2,5,7,10,14,35,70","2,5,7,10,14,35,70",8,False,True,"1,2,5,7,10,14,35,70",True,True,True,1,True,0,infinite,5,[]
15.1-[1],15,1,15,15,1,1,1,,1,True,False,"1,3,5,15",True,True,True,1,False,,,,
15.2-[1],15,2,15,30,1,1,1,,1,True,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,3,0,2,{}
"15.2-[1,2]",15,2,15,30,1,1,"1,2",2,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,2,0,2,{}
"15.2-[1,3]",15,2,15,30,1,1,"1,3",3,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,2,2,"{[ 0, 1, 0 ],[ 5, -3, 1 ]}"
"15.2-[1,5]",15,2,15,30,1,1,"1,5",5,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,2,4,2,"{[ 1, 0, 1 ],[ -2, 0, 1 ],[ -1, 0, 3 ],[ 1, 0, 0 ]}"
"15.2-[1,6]",15,2,15,30,1,1,"1,6",6,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,2,0,2,{}
"15.2-[1,10]",15,2,15,30,1,1,"1,10",10,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,0,2,{}
"15.2-[1,15]",15,2,15,30,1,1,"1,15",15,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
"15.2-[1,30]",15,2,15,30,1,1,"1,30",30,2,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,4,2,"{[ -1/4, -1/4, -1/4, 1 ],[ 1/4, -1/4, 1/4, 1 ],[ 1/4, 1/4, 1/4, 1 ],[ -1/4, 1/4, -1/4, 1 ]}"
"15.2-[1,2,3,6]",15,2,15,30,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,4,2,"{[ 21, -11, 1 ],[ -11, 5, 1 ],[ -41/4, 37/8, 1 ],[ 0, 1, 0 ]}"
"15.2-[1,2,5,10]",15,2,15,30,1,1,"1,2,5,10","2,5,10",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,8,2,"{[ -2, 3, 1 ],[ 8, -27, 1 ],[ -13/4, 9/8, 1 ],[ 0, 1, 0 ],[ 8, 18, 1 ],[ -2, -2, 1 ],[ 3, -2, 1 ],[ -1, 0, 1 ]}"
"15.2-[1,2,15,30]",15,2,15,30,1,1,"1,2,15,30","2,15,30",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
"15.2-[1,3,5,15]",15,2,15,30,1,1,"1,3,5,15","3,5,15",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
"15.2-[1,3,10,30]",15,2,15,30,1,1,"1,3,10,30","3,10,30",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
"15.2-[1,5,6,30]",15,2,15,30,1,1,"1,5,6,30","5,6,30",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,1,8,2,"{[ 0, -2, 1 ],[ 1, -1, 1 ],[ -3, 1, 1 ],[ 3/4, -7/8, 1 ],[ 0, 1, 1 ],[ 0, 1, 0 ],[ 2, 1, 1 ],[ 2, -4, 1 ]}"
"15.2-[1,6,10,15]",15,2,15,30,1,1,"1,6,10,15","6,10,15",4,False,False,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
"15.2-[1,2,3,5,6,10,15,30]",15,2,15,30,1,1,"1,2,3,5,6,10,15,30","2,3,5,6,10,15,30",8,False,True,"1,2,3,5,6,10,15,30",True,True,True,1,True,0,infinite,2,[]
15.4-[1],15,4,15,60,1,1,1,,1,True,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,5,0,4,{}
"15.4-[1,3]",15,4,15,60,1,1,"1,3",3,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,2,0,4,{}
"15.4-[1,4]",15,4,15,60,1,1,"1,4",4,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,2,6,4,"{[ 0, 0, 1 ],[ 1, -2, 1 ],[ 1, 0, 1 ],[ 1, 0, 0 ],[ 0, -1, 1 ],[ 1, -1, 0 ]}"
"15.4-[1,5]",15,4,15,60,1,1,"1,5",5,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,3,0,4,{}
"15.4-[1,12]",15,4,15,60,1,1,"1,12",12,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,3,2,4,"{[ 1, 0, 0 ],[ 1, -1, 0 ]}"
"15.4-[1,15]",15,4,15,60,1,1,"1,15",15,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,0,0,4,[]
"15.4-[1,20]",15,4,15,60,1,1,"1,20",20,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,2,0,4,{}
"15.4-[1,60]",15,4,15,60,1,1,"1,60",60,2,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,3,0,4,{}
"15.4-[1,3,4,12]",15,4,15,60,1,1,"1,3,4,12","3,4,12",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,1,6,4,"{[ 3, -8, 1 ],[ 0, 1, 1 ],[ 0, -2, 1 ],[ 0, 1, 0 ],[ 3, 4, 1 ],[ -1, 0, 1 ]}"
"15.4-[1,3,5,15]",15,4,15,60,1,1,"1,3,5,15","3,5,15",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,0,infinite,4,[]
"15.4-[1,3,20,60]",15,4,15,60,1,1,"1,3,20,60","3,20,60",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,1,2,4,"{[ 0, 1, 0 ],[ 5, -3, 1 ]}"
"15.4-[1,4,5,20]",15,4,15,60,1,1,"1,4,5,20","4,5,20",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,1,4,4,"{[ 0, 0, 1 ],[ 0, 1, 0 ],[ 0, -1, 1 ],[ -1, 0, 1 ]}"
"15.4-[1,4,15,60]",15,4,15,60,1,1,"1,4,15,60","4,15,60",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,0,infinite,4,[]
"15.4-[1,5,12,60]",15,4,15,60,1,1,"1,5,12,60","5,12,60",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,2,4,4,"{[ 1, 0, 3 ],[ 2, 0, 1 ],[ 1, 0, 0 ],[ -1, 0, 1 ]}"
"15.4-[1,12,15,20]",15,4,15,60,1,1,"1,12,15,20","12,15,20",4,False,False,"1,3,4,5,12,15,20,60",True,True,True,1,True,0,infinite,4,[]
"15.4-[1,3,4,5,12,15,20,60]",15,4,15,60,1,1,"1,3,4,5,12,15,20,60","3,4,5,12,15,20,60",8,False,True,"1,3,4,5,12,15,20,60",True,True,True,1,True,0,infinite,4,[]
21.1-[1],21,1,21,21,1,1,1,,1,True,False,"1,3,7,21",True,True,True,1,False,,,,
21.2-[1],21,2,21,42,1,1,1,,1,True,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,3,0,2,{}
"21.2-[1,2]",21,2,21,42,1,1,"1,2",2,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,0,2,{}
"21.2-[1,3]",21,2,21,42,1,1,"1,3",3,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,2,2,"{[ 1, 0, 2 ],[ 2, 0, 1 ]}"
"21.2-[1,6]",21,2,21,42,1,1,"1,6",6,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,2,2,"{[ 0, 0, 1 ],[ 1, 0, 0 ]}"
"21.2-[1,7]",21,2,21,42,1,1,"1,7",7,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,0,2,[]
"21.2-[1,14]",21,2,21,42,1,1,"1,14",14,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,2,0,2,{}
"21.2-[1,21]",21,2,21,42,1,1,"1,21",21,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,8,2,"{[ 1, -3, 1 ],[ -1, 3, 1 ],[ -3, 1, 1 ],[ 1, 1, 1 ],[ 5, 9, 1 ],[ 0, 1, 0 ],[ 5, -15, 1 ],[ -1, -3, 1 ]}"
"21.2-[1,42]",21,2,21,42,1,1,"1,42",42,2,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,4,2,"{[ 0, 0, 1 ],[ 1, 1, 1 ],[ 1, -2, 1 ],[ 0, 1, 0 ]}"
"21.2-[1,2,3,6]",21,2,21,42,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,4,2,"{[ -17/4, 17/8, 1 ],[ 8, -4, 1 ],[ -4, 2, 1 ],[ 0, 1, 0 ]}"
"21.2-[1,2,7,14]",21,2,21,42,1,1,"1,2,7,14","2,7,14",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,2,[]
"21.2-[1,2,21,42]",21,2,21,42,1,1,"1,2,21,42","2,21,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,2,[]
"21.2-[1,3,7,21]",21,2,21,42,1,1,"1,3,7,21","3,7,21",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,2,[]
"21.2-[1,3,14,42]",21,2,21,42,1,1,"1,3,14,42","3,14,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,8,2,"{[ -1, -1, 1 ],[ -1, 2, 1 ],[ 5, 8, 1 ],[ 5, -13, 1 ],[ 0, 1, 0 ],[ -2, 1, 1 ],[ 2, -1, 1 ],[ -1/4, 1/8, 1 ]}"
"21.2-[1,6,7,42]",21,2,21,42,1,1,"1,6,7,42","6,7,42",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,2,[]
"21.2-[1,6,14,21]",21,2,21,42,1,1,"1,6,14,21","6,14,21",4,False,False,"1,2,3,6,7,14,21,42",True,True,True,1,True,1,8,2,"{[ 7, 5, 1 ],[ 7, -13, 1 ],[ 5, -3, 1 ],[ -11, 5, 1 ],[ 0, 1, 0 ],[ 3, 5, 1 ],[ 19/4, -23/8, 1 ],[ 3, -9, 1 ]}"
"21.2-[1,2,3,6,7,14,21,42]",21,2,21,42,1,1,"1,2,3,6,7,14,21,42","2,3,6,7,14,21,42",8,False,True,"1,2,3,6,7,14,21,42",True,True,True,1,True,0,infinite,2,[]
22.3-[1],22,3,22,66,1,1,1,,1,True,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,3,0,3,{}
"22.3-[1,2]",22,3,22,66,1,1,"1,2",2,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,2,0,3,{}
"22.3-[1,3]",22,3,22,66,1,1,"1,3",3,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,0,3,{}
"22.3-[1,6]",22,3,22,66,1,1,"1,6",6,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,2,2,3,"{[ 0, 0, 1 ],[ 1, 0, 0 ]}"
"22.3-[1,11]",22,3,22,66,1,1,"1,11",11,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,0,3,{}
"22.3-[1,22]",22,3,22,66,1,1,"1,22",22,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,2,6,3,"{[ 3, -19, 2 ],[ 0, 1, 1 ],[ 0, -2, 1 ],[ 1, -3, 1 ],[ -1, -3, 2 ],[ 1, 0, 1 ]}"
"22.3-[1,33]",22,3,22,66,1,1,"1,33",33,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,0,3,{}
"22.3-[1,66]",22,3,22,66,1,1,"1,66",66,2,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,infinite,3,[]
"22.3-[1,2,3,6]",22,3,22,66,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,2,3,"{[ 19/4, -23/8, 1 ],[ 0, 1, 0 ]}"
"22.3-[1,2,11,22]",22,3,22,66,1,1,"1,2,11,22","2,11,22",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,10,3,"{[ -17/4, 17/8, 1 ],[ 16, 73, 1 ],[ 4, -35, 1 ],[ -2, -17, 1 ],[ 16, -89, 1 ],[ -2, 19, 1 ],[ 4, 31, 1 ],[ 0, 1, 0 ],[ 70, -629, 1 ],[ 70, 559, 1 ]}"
"22.3-[1,2,33,66]",22,3,22,66,1,1,"1,2,33,66","2,33,66",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,infinite,3,[]
"22.3-[1,3,11,33]",22,3,22,66,1,1,"1,3,11,33","3,11,33",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,0,3,[]
"22.3-[1,3,22,66]",22,3,22,66,1,1,"1,3,22,66","3,22,66",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,infinite,3,[]
"22.3-[1,6,11,66]",22,3,22,66,1,1,"1,6,11,66","6,11,66",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,infinite,3,[]
"22.3-[1,6,22,33]",22,3,22,66,1,1,"1,6,22,33","6,22,33",4,False,False,"1,2,3,6,11,22,33,66",True,True,True,1,True,1,6,3,"{[ 6, 13, 1 ],[ 0, 4, 1 ],[ 0, -5, 1 ],[ 6, -20, 1 ],[ -9/4, 5/8, 1 ],[ 0, 1, 0 ]}"
"22.3-[1,2,3,6,11,22,33,66]",22,3,22,66,1,1,"1,2,3,6,11,22,33,66","2,3,6,11,22,33,66",8,False,True,"1,2,3,6,11,22,33,66",True,True,True,1,True,0,infinite,3,[]
22.5-[1],22,5,22,110,1,1,1,,1,True,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,5,0,5,{}
"22.5-[1,2]",22,5,22,110,1,1,"1,2",2,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,2,0,5,{}
"22.5-[1,5]",22,5,22,110,1,1,"1,5",5,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,2,0,5,{}
"22.5-[1,10]",22,5,22,110,1,1,"1,10",10,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,3,2,5,"{[ 0, 0, 1 ],[ 1, 0, 0 ]}"
"22.5-[1,11]",22,5,22,110,1,1,"1,11",11,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,2,0,5,{}
"22.5-[1,22]",22,5,22,110,1,1,"1,22",22,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,3,0,5,{}
"22.5-[1,55]",22,5,22,110,1,1,"1,55",55,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,3,2,5,"{[ 2, -10, 1 ],[ -2, -10, 1 ]}"
"22.5-[1,110]",22,5,22,110,1,1,"1,110",110,2,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,0,infinite,5,[]
"22.5-[1,2,5,10]",22,5,22,110,1,1,"1,2,5,10","2,5,10",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,1,1,5,"{[ 0, 1, 0 ]}"
"22.5-[1,2,11,22]",22,5,22,110,1,1,"1,2,11,22","2,11,22",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,1,5,5,"{[ 13, -57, 1 ],[ 0, 1, 0 ],[ 3, 3, 1 ],[ 3, -7, 1 ],[ 13, 43, 1 ]}"
"22.5-[1,2,55,110]",22,5,22,110,1,1,"1,2,55,110","2,55,110",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,0,infinite,5,[]
"22.5-[1,5,11,55]",22,5,22,110,1,1,"1,5,11,55","5,11,55",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,1,1,5,"{[ 0, 1, 0 ]}"
"22.5-[1,5,22,110]",22,5,22,110,1,1,"1,5,22,110","5,22,110",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,0,infinite,5,[]
"22.5-[1,10,11,110]",22,5,22,110,1,1,"1,10,11,110","10,11,110",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,0,infinite,5,[]
"22.5-[1,10,22,55]",22,5,22,110,1,1,"1,10,22,55","10,22,55",4,False,False,"1,2,5,10,11,22,55,110",True,True,True,1,True,2,3,5,"{[ 0, 0, 1 ],[ 4, 0, 1 ],[ 1, 0, 0 ]}"
"22.5-[1,2,5,10,11,22,55,110]",22,5,22,110,1,1,"1,2,5,10,11,22,55,110","2,5,10,11,22,55,110",8,False,True,"1,2,5,10,11,22,55,110",True,True,True,1,True,0,infinite,5,[]
26.1-[1],26,1,26,26,1,1,1,,1,True,False,"1,2,13,26",True,True,True,1,True,2,0,1,{}
"26.1-[1,2]",26,1,26,26,1,1,"1,2",2,2,False,False,"1,2,13,26",True,True,True,1,True,1,1,1,"{[ 0, 1, 0 ]}"
"26.1-[1,13]",26,1,26,26,1,1,"1,13",13,2,False,False,"1,2,13,26",True,True,True,1,True,1,3,1,"{[ 4, -9, 1 ],[ 0, 1, 0 ],[ 4, 4, 1 ]}"
"26.1-[1,26]",26,1,26,26,1,1,"1,26",26,2,False,False,"1,2,13,26",True,True,True,1,True,0,infinite,1,[]
"26.1-[1,2,13,26]",26,1,26,26,1,1,"1,2,13,26","2,13,26",4,False,True,"1,2,13,26",True,True,True,1,True,0,infinite,1,[]
26.3-[1],26,3,26,78,1,1,1,,1,True,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,5,0,3,{}
"26.3-[1,2]",26,3,26,78,1,1,"1,2",2,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,0,3,{}
"26.3-[1,3]",26,3,26,78,1,1,"1,3",3,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,0,3,{}
"26.3-[1,6]",26,3,26,78,1,1,"1,6",6,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,0,3,{}
"26.3-[1,13]",26,3,26,78,1,1,"1,13",13,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,0,3,{}
"26.3-[1,26]",26,3,26,78,1,1,"1,26",26,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,0,3,[]
"26.3-[1,39]",26,3,26,78,1,1,"1,39",39,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,3,2,3,"{[ 1, 0, 0 ],[ 1, -1, 0 ]}"
"26.3-[1,78]",26,3,26,78,1,1,"1,78",78,2,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,2,6,3,"{[ 0, 0, 1 ],[ 1, -2, 1 ],[ 1, 0, 1 ],[ 1, 0, 0 ],[ 0, -1, 1 ],[ 1, -1, 0 ]}"
"26.3-[1,2,3,6]",26,3,26,78,1,1,"1,2,3,6","2,3,6",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,1,1,3,"{[ 0, 1, 0 ]}"
"26.3-[1,2,13,26]",26,3,26,78,1,1,"1,2,13,26","2,13,26",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,0,infinite,3,[]
"26.3-[1,2,39,78]",26,3,26,78,1,1,"1,2,39,78","2,39,78",4,False,False,"1,2,3,6,13,26,39,78",True,True,True,1,True,1,7,3,"{[ 3, -6, 1 ],[ -1, 2, 1 ],[ 1, -2, 1 ],[ 0, 1, 0 ],[ 1, 0, 1 ],[ 3, 2, 1 ],[ -1, -2, 1 ]}"
